"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Chandaria Capital","Family Office","Venture arm of the Chandaria family (Comcraft Group) investing in East African startups","Kenya","Nairobi","https://www.chandariacapital.com/","https://www.linkedin.com/company/chandaria-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage African startups across fintech, health, logistics, agritech, consumer; strategic value from Comcraft industrial network","Yes - health-tech is a named sector with several portfolio investments","Mobile platforms, fintech, health-tech, marketplaces","Kenya and East Africa; selective wider Africa","Seed to Series A","US$100k-1m (ESTIMATE)","Not disclosed (family capital)","Ilara Health, Zuri Health (prior knowledge; TO VALIDATE), Sendy, Pezesha, Kune","Darshan Chandaria","Group CEO, Chandaria Industries / Chandaria Capital (public role - confirm on team page)","https://www.chandariacapital.com/","Website contact/pitch form","Possible - via Nairobi health-tech founders (Ilara Health network)","https://www.chandariacapital.com/","Unverified (prior knowledge)","East Africa focus; Nigeria deals are less common. Not checked this session.","Chandaria Capital is one of the most active family venture investors in African health-tech at seed stage, making it a natural investor for a future East African MaternaLink deployment.","Chandaria backs Kenya-based operators and will ask why a UK-domiciled company with a Nigeria proposal is relevant to East Africa.","Approach when scoring a second African market; present Kenya as a candidate for MaternaLink's care-coordination model with Chandaria's industrial and healthcare network as distribution.","15","12","11","8","10","7","3","7","0","2","1","0","1","1","1"
"African Rainbow Capital","Family Office","Patrice Motsepe family investment company (ARC Investments listed vehicle); financial services and tech focus","South Africa","Johannesburg (Sandton)","https://www.africanrainbowcapital.co.za/","https://www.linkedin.com/company/african-rainbow-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Financial services (TymeBank, Alexander Forbes stake), telecoms (rain), technology, agriculture and property in South Africa","Limited - no significant health-tech holdings identified","Fintech, telecoms, digital platforms","South Africa primarily","Growth and strategic stakes","ZAR 50m+ (ESTIMATE)","ARC Investments intrinsic NAV c.ZAR 15bn+ (ESTIMATE from public reporting)","TymeBank, rain, Alexander Forbes, Kropz","Johan van Zyl","Co-CEO (public role - confirm on team page)","https://www.africanrainbowcapital.co.za/","Corporate website contact details","No known route","https://www.africanrainbowcapital.co.za/","Unverified (prior knowledge)","Included as requested; health-tech fit is weak and stage/ticket are far above pre-seed. Not checked this session.","ARC is a prominent African family investment vehicle whose financial-services platforms could one day distribute maternal-health benefits, but it is not an early-stage health investor.","ARC invests growth capital in South African financial and telecom platforms and has no mandate for a UK pre-seed maternal-health company.","Do not pitch now; revisit only if Vytalix enters South Africa with a health-benefit product that fits ARC's financial-services ecosystem.","5","2","1","6","6","2","1","5","0","1","1","0","1","0","1"
"Oppenheimer Generations","Family Office","Oppenheimer family office (Jonathan Oppenheimer) with Africa investment and philanthropy arms","South Africa / United Kingdom","Johannesburg / London","https://www.oppenheimergenerations.com/","https://www.linkedin.com/company/oppenheimer-generations/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Long-term investments in Africa (via Oppenheimer Partners / Tana Africa Capital with Temasek), research and philanthropy in conservation and African development","Partial - health appears in philanthropy and selective Africa investments","Broad; growth businesses in consumer, agriculture, financial services, tech","Sub-Saharan Africa; UK base","Growth and private equity; limited venture","US$10m+ growth (ESTIMATE)","Not disclosed (family capital; Tana Africa Capital c.US$300m ESTIMATE)","Tana Africa Capital portfolio (consumer and agri growth companies - prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact page; London office","No known route","https://www.oppenheimergenerations.com/","Unverified (prior knowledge)","Family office with strong Africa credibility but growth-stage orientation. Not checked this session.","Oppenheimer Generations is a UK-and-Africa family office whose development-minded capital and networks could open doors in African health ministries once MaternaLink (in development) has evidence.","Its investment vehicles deploy growth capital and will not underwrite an unproven pre-seed platform with no African entity.","Relationship-building only; seek advice or philanthropic-arm engagement on maternal outcomes, and hold investment discussions for a later round.","9","3","2","9","9","6","1","8","0","1","0","0","1","0","1"
"Invenfin","Family Office","Venture capital arm of Remgro (Rupert family-controlled investment holding)","South Africa","Stellenbosch","https://www.invenfin.com/","https://www.linkedin.com/company/invenfin/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early and growth-stage technology and consumer businesses with intellectual property; South Africa and selectively international","Partial - Remgro group has major healthcare holdings (Mediclinic), Invenfin itself is generalist","Software, IP-rich technology, consumer","South Africa; selective international","Seed to Series A/B","ZAR 5m-50m (ESTIMATE)","Not disclosed (Remgro-backed evergreen)","Bos Brands, Flow, various SA software companies (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact/application page","No known route","https://www.invenfin.com/","Unverified (prior knowledge)","Remgro's Mediclinic link gives the group strong healthcare exposure, but Invenfin's own health-tech record is thin. Not checked this session.","Invenfin is a family-backed evergreen venture investor whose parent group owns a major private hospital operator, giving strategic value for any Southern Africa maternal-health deployment.","Invenfin concentrates on South African IP-rich businesses and will regard a UK/Nigeria pre-seed company as outside its footprint.","Revisit if South Africa becomes the scored second African market; propose a Mediclinic-linked maternity care-coordination pilot.","9","9","8","6","8","4","2","6","0","1","0","0","1","0","1"
"Emerson Collective","Family Office","Laurene Powell Jobs' family office and social-change organisation with venture and impact investing","United States","Palo Alto, California","https://www.emersoncollective.com/","https://www.linkedin.com/company/emerson-collective/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Education, immigration, health, climate, media and journalism; venture investments and philanthropy","Yes - health is a core programme area including health equity and digital health investments","Digital health, edtech, climate tech, media","US primarily; selective global","Seed to growth","US$1m-20m (ESTIMATE)","Not disclosed (multi-billion family capital)","Health-equity and digital-health investments (e.g. Maven Clinic - prior knowledge; TO VALIDATE), Ownership Works","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact form; no public pitch email","No known route","https://www.emersoncollective.com/","Unverified (prior knowledge)","Maternal and Black health equity is a stated interest area in the US; UK/Africa deals are unusual. Not checked this session.","Emerson Collective invests in health-equity companies including women's and maternal health, which is directly aligned with the Black maternal-outcomes gap that motivates MaternaLink (in development).","Emerson's health investing is US-centric and it will question why it should back a UK/Nigeria company with no product or clinical partner.","Long-shot; approach only with a warm introduction and UK MBRRACE-UK evidence framing, positioning Vytalix as the UK analogue to US Black maternal-health ventures.","15","9","7","6","7","9","1","8","0","1","0","0","1","0","1"
"Kapor Capital","Family Office","Mitch Kapor and Freada Kapor Klein's impact venture firm (gap-closing thesis)","United States","Oakland, California","https://www.kaporcapital.com/","https://www.linkedin.com/company/kapor-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed-stage tech companies that close gaps of access, opportunity or outcomes for low-income communities and communities of colour; health, education, work, finance","Yes - health equity is a named vertical (e.g. maternal health startups)","Software, digital health, edtech, fintech","US-based companies (strong preference)","Pre-seed and Seed","US$250k-1m (ESTIMATE)","c.US$125m Fund III (ESTIMATE from public reporting)","Mahmee (maternal health), Cityblock Health (early), Health-equity startups (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Online application on kaporcapital.com (Kapor publishes a founder submission route)","Possible - via US maternal-health founders (Mahmee) or Black-founder networks","https://www.kaporcapital.com/","Unverified (prior knowledge)","Strong thesis fit but explicit US preference and Founders' Commitment requirements. Not checked this session.","Kapor Capital has backed maternal-health companies serving Black mothers at seed stage, so its gap-closing thesis maps almost exactly onto MaternaLink's founding problem.","Kapor invests in US-headquartered companies and will decline a UK/Nigeria company regardless of thesis fit.","Use as a thesis reference and potential adviser network; only apply if Vytalix establishes a US entity or Kapor signals openness to UK deals.","16","14","12","4","6","10","3","7","0","2","0","0","1","1","1"
"Manta Ray Ventures","Family Office","Impact-focused venture firm backed by Rupert Murdoch's son James Murdoch's family capital (Lupa Systems affiliate - TO VALIDATE)","United Kingdom","London","https://www.mantarayventures.com/","https://www.linkedin.com/company/manta-ray-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage companies with measurable social or environmental impact; health, climate, education, inclusion","Yes - health access and mental health are named impact areas","Impact tech, health-tech, climate","UK, Europe, selective global","Seed and Series A","GBP 500k-3m (ESTIMATE)","Not disclosed (family capital)","Impact and health-tech startups (prior knowledge; TO VALIDATE on portfolio page)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact page","Possible - via London impact-investor community (e.g. Bethnal Green Ventures alumni)","https://www.mantarayventures.com/","Unverified (prior knowledge)","Family backing and current activity level TO VALIDATE; small team in London. Not checked this session.","Manta Ray is a London impact-first family-backed investor that writes seed cheques into health-access companies, aligning with the maternal-outcomes mission of MaternaLink (in development).","Manta Ray will want a defined impact measurement plan and a product in users' hands, neither of which Vytalix has yet.","Approach at seed with a maternal-outcomes impact framework (MBRRACE-UK indicators) and evidence from a first UK community pilot.","13","11","9","10","7","7","2","6","0","1","0","0","1","1","1"
"Wates Ventures","Family Office","Wates family (construction group) venture arm - VERIFY current activity and mandate","United Kingdom","Leatherhead, Surrey","https://www.wates.co.uk/","https://www.linkedin.com/company/wates-group/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Historically: family-group venture investments in built-environment and property technology; direct venture activity limited","No - no health-tech focus identified","Proptech, construction tech, sustainability","United Kingdom","Seed to Series A (if active)","Not disclosed","Not disclosed","None relevant identified","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Wates Group corporate contact page","No known route","https://www.wates.co.uk/","Unverified (prior knowledge)","VERIFY: unclear whether a distinct 'Wates Ventures' vehicle is currently investing; Wates Family Enterprise Trust is philanthropic. Included on request with low scores.","Wates is a UK family business with a philanthropic trust and occasional venture activity, but nothing suggests an appetite for maternal health-tech.","Wates' venture interests are in the built environment and it has no reason to back a health-tech pre-seed.","Do not pitch; only reconsider if a health or community-impact venture mandate is confirmed.","2","4","4","10","2","1","1","2","0","1","0","0","1","0","0"
"Rothschild & Co Five Arrows","Family Office","Merchant banking arm of Rothschild & Co (family-controlled) - private equity, secondaries, credit and growth","United Kingdom / France","London / Paris","https://www.rothschildandco.com/en/merchant-banking/","https://www.linkedin.com/company/rothschild-and-co/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Mid-market private equity (Five Arrows Principal Investments), growth equity (Five Arrows Growth Capital), secondaries, credit; healthcare and data/software are core sectors","Yes - healthcare is a core sector for Five Arrows funds (healthcare services, medtech, health data)","Software, data, healthcare IT","Europe and North America","Growth and buyout (Series C+ / profitable companies)","EUR 20m-150m+ (growth and buyout)","c.EUR 20bn+ merchant banking AUM (ESTIMATE from public reporting)","Healthcare services and health-IT investments across Europe (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Corporate website; no venture pitch route","No known route","https://www.rothschildandco.com/en/merchant-banking/","Unverified (prior knowledge)","Honest assessment: growth/buyout investor, not a venture backer; recorded because requested. Not checked this session.","Five Arrows brings deep healthcare-services expertise and could be a much later growth partner, but has no route for a pre-seed company.","Five Arrows invests in profitable, scaled healthcare businesses and will not consider a pre-revenue platform.","Track only; no outreach until Vytalix has multi-million revenue.","13","1","0","8","6","3","1","7","0","0","0","0","1","0","1"
"Stonehage Fleming","Family Office","Multi-family office (Fleming family heritage) - direct/co-investment programme for clients; VERIFY appetite for early-stage direct deals","United Kingdom","London (also Jersey, Geneva, Johannesburg, Cape Town)","https://www.stonehagefleming.com/","https://www.linkedin.com/company/stonehage-fleming/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Wealth management and family-office services for ultra-high-net-worth families; private-capital and co-investment opportunities for clients","Limited - no dedicated health-tech programme identified","Broad; client-driven","UK, Europe, South Africa, Switzerland","Growth and private equity co-investments; early-stage only via client syndication","Client co-investments typically GBP 5m+ (ESTIMATE)","c.GBP 15bn+ AUM (ESTIMATE from public reporting)","Not disclosed (client-specific)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Corporate website enquiry; the practical route is via a client family's principal","No known route","https://www.stonehagefleming.com/","Unverified (prior knowledge)","Multi-family office; direct venture investing is not a core programme. South African presence is a modest Africa link. Not checked this session.","Stonehage Fleming serves families with UK and South African roots, some of whom back health and impact ventures, so it is a potential conduit rather than a direct investor.","It is a wealth manager, not a venture fund, and will not originate a pre-seed investment.","Use only as an introducer channel if an adviser relationship exists; do not send a cold pitch.","5","3","2","9","4","2","1","6","0","1","0","0","1","0","1"
"Aglae Ventures","Family Office","Technology venture arm of Groupe Arnault (Arnault family holding)","France","Paris","https://www.aglaeventures.com/","https://www.linkedin.com/company/aglae-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Technology companies from seed to growth across consumer internet, software, marketplaces, health","Partial - has backed health and biotech companies alongside consumer tech","Consumer tech, SaaS, AI, health-tech","Europe and US","Seed to growth","EUR 1m-20m (ESTIMATE)","Not disclosed (Groupe Arnault capital)","Netflix (early), Spotify, Airbnb, Back Market, health-tech names (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact; warm introduction strongly preferred","No known route","https://www.aglaeventures.com/","Unverified (prior knowledge)","Relationship-led, prestige investor; spelling 'Aglaé' in official usage. Not checked this session.","Aglae is a European family venture vehicle with seed capacity and health interest, so it could join a seed round led by a UK health VC.","Aglae backs high-growth consumer and software companies with strong teams and will see a pre-formation health-services group as too early and too niche.","Warm-intro-only follow-on candidate at seed; emphasise AI and platform scalability rather than services.","9","8","6","7","5","2","1","7","0","1","0","0","1","0","1"
"Bertarelli Foundation","Family Office","Family philanthropic foundation (Bertarelli family) - VERIFY: grants for marine conservation and life-science research, not venture investment","Switzerland / United Kingdom","Gstaad / London","https://www.bertarelli.org/","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Philanthropy: marine conservation and neuroscience/life-science research grants; venture investing is done separately by the family's Waypoint Capital / B-FLEXION","Partial - funds life-science research, not health-tech companies","Not applicable (grant-making)","Global (research); UK and Switzerland","Not an investor (grants)","Not applicable","Not disclosed","None (research grants)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Foundation website contact page","No known route","https://www.bertarelli.org/","Unverified (prior knowledge)","Included on request but is a grant-making foundation; the investment route is Waypoint Capital (separate record). Not checked this session.","The Bertarelli Foundation funds life-science research and is not a venture investor, so its relevance is limited to potential research collaboration rather than capital.","The foundation does not make equity investments and would redirect any pitch to the family's investment office.","Do not pitch for investment; if pursuing research partnerships on maternal-risk prediction, explore its neuroscience/life-science grant programmes only where eligible.","4","0","0","8","3","2","1","3","0","1","0","0","0","0","1"
"Sofina","Family Office","Listed Belgian family-controlled investment holding (Boel family) - direct minority growth investments and VC fund commitments","Belgium","Brussels","https://www.sofinagroup.com/","https://www.linkedin.com/company/sofina/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Long-term minority stakes in growth companies (consumer, digital, education, healthcare) plus commitments to leading venture funds","Yes - healthcare and life sciences is one of four focus sectors","Digital platforms, healthcare, education tech","Europe, US, Asia","Growth (Series C+) directly; earlier stage via fund commitments","EUR 50m-200m direct (ESTIMATE)","c.EUR 8-10bn NAV (ESTIMATE from public reporting)","Byju's, Vinted, Cognita, health-care holdings (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Corporate website contact","No known route","https://www.sofinagroup.com/","Unverified (prior knowledge)","Growth-stage only; recorded as a later-stage family holding with healthcare focus. Not checked this session.","Sofina is a patient family holding with healthcare as a named sector, so it is a possible late-stage partner once MaternaLink (in development) reaches scale.","Sofina invests very large minority tickets in established companies and has no early-stage programme.","Track only; no outreach before growth stage.","11","1","0","7","5","2","1","6","0","1","0","0","1","0","1"
"Lightrock","Family Office","Impact investor backed by LGT and the Princely Family of Liechtenstein; Africa, India, Europe and Latin America funds","United Kingdom","London","https://www.lightrock.com/","https://www.linkedin.com/company/lightrock/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Growth-stage impact investing in healthcare, education, financial inclusion, climate and consumer; dedicated Africa fund","Yes - healthcare access is a core theme with multiple African health investments","Digital health, fintech, climate tech","Africa, India, Latin America, Europe","Series A to growth (mostly Series B+)","US$10m-50m (ESTIMATE)","c.US$3bn+ AUM across funds (ESTIMATE from public reporting)","mPharma (Africa pharmacy/health), Reliance Health (Nigeria - prior knowledge; TO VALIDATE), Kenya and India health platforms","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact page; regional teams in London, Nairobi, Lagos (verify), Bangalore","Possible - via African health-tech founders in its portfolio","https://www.lightrock.com/","Unverified (prior knowledge)","Family-backed but institutional in process; earlier-stage deals are rare. Not checked this session.","Lightrock is the family-backed impact investor most active in African health platforms, so it is the natural Series A/B name for MaternaLink's Africa track.","Lightrock's cheque size and diligence standards require an operating company with revenue, which Vytalix does not yet have.","Build the relationship early through its Africa health team, then approach at Series A with pilot outcomes and government contracts.","16","4","2","9","11","8","2","9","0","1","0","0","1","1","1"
"Novo Holdings (Novo Seeds)","Family Office","Foundation-owned holding company (Novo Nordisk Foundation) - not a family, but a comparable patient-capital health investor with a seed programme","Denmark","Copenhagen (offices in London, Boston, San Francisco, Singapore, Shanghai)","https://www.novoholdings.dk/","https://www.linkedin.com/company/novo-holdings/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Life sciences and healthcare across all stages: Novo Seeds (early), Venture Investments, Growth, Principal Investments","Yes - exclusively health and life sciences","Biotech, medtech, digital health, health data","Nordics, Europe, US, Asia","Seed (Novo Seeds, Nordic-focused) to growth","Novo Seeds pre-seed/seed DKK 1m-15m; venture US$5m-30m (ESTIMATE)","c.EUR 150bn total assets (ESTIMATE from public reporting)","Broad biotech and digital-health portfolio (prior knowledge; TO VALIDATE on portfolio page)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact; Novo Seeds application route for Nordic life-science projects; London office for European venture","No known route","https://www.novoholdings.dk/","Unverified (prior knowledge)","Not strictly a family office; included as a foundation-owned health investor. Novo Seeds is Nordic-only. Not checked this session.","Novo Holdings is Europe's largest patient health investor with a London office and a digital-health venture practice, offering credibility and follow-on depth for a later round.","Its early-stage seed programme is restricted to Nordic life-science projects and its venture team expects clinical or scientific validation Vytalix does not have.","Track for Series A; present MaternaLink's future risk-prediction research track as a data-driven women's-health opportunity with UK NHS validation.","17","5","3","7","9","5","2","9","0","1","0","0","1","0","1"
