"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Sanofi Ventures","Strategic / Corporate VC","Pharma CVC","United States","Cambridge, MA (also Paris)","https://www.sanofiventures.com/","https://www.linkedin.com/company/sanofi-ventures","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Strategic venture investments in biotech and digital health companies aligned to Sanofi's therapeutic areas","Therapeutics, vaccines, digital health and data","Biotech platforms, AI/data, digital therapeutics","US and Europe","Seed to Series B (TO VALIDATE)","USD 2m–15m (ESTIMATE)","Evergreen corporate fund (size NOT PUBLICLY STATED)","Digital-health investments listed on sanofiventures.com (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","See team page on sanofiventures.com","https://www.sanofiventures.com/","Website https://www.sanofiventures.com/ (team page); LinkedIn","No known route","https://www.sanofiventures.com/","Unverified (prior knowledge)","Not verified today (search budget exhausted). Sanofi has a UK presence (Reading) and a vaccines business; Sanofi Ventures' thesis is mainly therapeutics with selective digital health. Confirm current team and stage criteria before contact.","Sanofi Ventures is one of the few big-pharma CVCs that publicly includes digital health alongside biotech, giving MaternaLink a possible strategic route into pharma-backed patient-support programmes.","Sanofi Ventures backs venture-stage companies with clinical or data assets tied to Sanofi therapeutic areas, and maternal care coordination is not a core Sanofi franchise.","Lead with the UK maternal-health data opportunity and vaccine-in-pregnancy adherence use cases where Sanofi has commercial interest.","13","5","4","6","8","5","2","7","0","0","0","0","1","0","0"
"SR One Capital Management (formerly GSK's SR One)","Strategic / Corporate VC","Pharma-origin VC (independent since 2020; GSK anchor LP)","United States","Conshohocken, PA (also London)","https://www.srone.com/","https://www.linkedin.com/company/sr-one","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Venture investment in biotechnology companies developing novel therapeutics; company creation to crossover","Therapeutics/biotech","Drug discovery platforms","US and UK/Europe","Seed to crossover (biotech)","USD 5m–30m (ESTIMATE)","Circa USD 500m Fund II (2022) (prior knowledge; TO VALIDATE)","Biotech only; no maternal digital-health portfolio known","Simeon George","CEO and Managing Partner, SR One (TO VALIDATE current role)","https://www.srone.com/","Website https://www.srone.com/; LinkedIn","No known route","https://www.srone.com/","Unverified (prior knowledge)","Verified in prior knowledge that SR One spun out of GSK in 2020 and is now an independent biotech VC with GSK as LP; it is NOT a digital-health investor. Included for completeness with a low score; consider dropping from active outreach.","SR One has a London office and GSK heritage, giving it UK life-science network value even though its thesis is therapeutics.","SR One only backs therapeutics biotech, so a maternal care-coordination software company is entirely off-thesis.","Do not pitch for capital; ask only for UK life-science network introductions if a warm route appears.","6","6","3","8","3","1","2","5","0","0","1","0","1","0","0"
"Pfizer Ventures","Strategic / Corporate VC","Pharma CVC","United States","New York, NY","https://www.pfizer.com/about/partners/venture-investments","https://www.linkedin.com/company/pfizer","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Equity investments in emerging companies developing therapeutics, platforms and technologies of strategic interest to Pfizer","Therapeutics, vaccines, selective digital health and health-tech","Biotech platforms, AI/ML drug discovery, digital health","Global (US-centric)","Seed to Series B (biotech-led)","USD 5m–25m (ESTIMATE)","USD 1bn+ committed to venture investments (prior knowledge; TO VALIDATE)","Mainly biotech; some digital health (names TO VALIDATE)","NOT PUBLICLY IDENTIFIED","Head of Pfizer Ventures (name TO VALIDATE on pfizer.com)","https://www.pfizer.com/about/partners/venture-investments","Pfizer Ventures page on pfizer.com (partnering contact form)","No known route","https://www.pfizer.com/about/partners/venture-investments","Unverified (prior knowledge)","Not verified today. Pfizer's maternal RSV vaccine (Abrysvo) gives Pfizer a commercial interest in antenatal engagement platforms — a possible partnership angle, but Pfizer Ventures' cheques and stage are beyond pre-seed.","Pfizer's maternal immunisation franchise (maternal RSV vaccine) creates a direct strategic interest in antenatal engagement and adherence tools like MaternaLink (in development).","Pfizer Ventures invests in venture-stage biotech and platform companies, not pre-formation care-coordination start-ups.","Pitch Pfizer UK's maternal immunisation team on a pilot partnership first and use that traction to reach Pfizer Ventures later.","13","4","3","6","10","7","2","7","0","1","0","0","1","0","0"
"Johnson & Johnson Innovation – JJDC","Strategic / Corporate VC","Pharma/medtech/consumer-health CVC","United States","New Brunswick, NJ (J&J Innovation centre in London)","https://jnjinnovation.com/","https://www.linkedin.com/company/johnson-&-johnson-innovation","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Strategic venture investments across pharmaceuticals, medtech and health technology; works alongside J&J Innovation centres and JLABS incubators","Pharma, medtech, digital health, health tech","Devices, digital health, data","Global; London innovation centre covers UK/EMEA","Seed to late stage (JJDC invests across stages; seed typically via JLABS relationships)","USD 1m–30m (ESTIMATE)","Evergreen corporate balance-sheet vehicle (NOT PUBLICLY STATED)","Broad; digital-health investments listed on jnjinnovation.com (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","Global Head of JJDC / London innovation centre lead (TO VALIDATE)","https://jnjinnovation.com/","'Partner with us' / submit opportunity form on https://jnjinnovation.com/ (TO VALIDATE) ; London innovation centre","Possible – via JLABS/J&J Innovation London programmes and Innovate UK partnerships","https://jnjinnovation.com/","Unverified (prior knowledge)","Not verified today. JJDC is one of the oldest CVCs and J&J Innovation has a London presence with a formal opportunity-submission route, making it more accessible than most pharma CVCs. J&J's women's-health footprint is smaller since the Kenvue spin-off.","J&J Innovation runs a London centre with a public submission route and JJDC invests across stages, so it is one of the few pharma CVCs a UK pre-seed company can actually approach.","JJDC expects a differentiated technology or clinical asset aligned to a J&J business, and non-diagnostic maternal care coordination has no obvious J&J owner.","Submit through J&J Innovation London highlighting the UK maternal-health equity problem and the MaternaLink R&D track, aiming for JLABS or a partnering conversation.","15","8","6","8","10","5","3","9","0","2","0","0","1","1","0"
"Boehringer Ingelheim Venture Fund (BIVF)","Strategic / Corporate VC","Pharma CVC","Germany","Ingelheim am Rhein","https://www.boehringer-ingelheim.com/partnering/venture-fund","https://www.linkedin.com/company/boehringer-ingelheim","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and early-stage investments in biotech and digital health with therapeutic relevance to Boehringer Ingelheim","Therapeutics (cardio-metabolic, respiratory, oncology, CNS); digital health","Biotech platforms, digital therapeutics, health data","Europe, US, Israel","Seed to Series A (company creation)","EUR 0.5m–10m over a company's life (ESTIMATE)","EUR 300m+ evergreen (prior knowledge; TO VALIDATE)","Digital-health/biotech names TO VALIDATE on official page","NOT PUBLICLY IDENTIFIED","Managing Director, BIVF (TO VALIDATE)","https://www.boehringer-ingelheim.com/partnering/venture-fund","Venture fund page on boehringer-ingelheim.com (contact form)","No known route","https://www.boehringer-ingelheim.com/partnering/venture-fund","Unverified (prior knowledge)","Not verified today. BIVF is genuinely seed-friendly among pharma CVCs, but its digital-health interest is tied to BI's therapeutic areas; women's health is not one of them.","BIVF is one of the only pharma CVCs that invests at seed stage in Europe, so stage fit is unusually good for a corporate investor.","Maternal health is outside BI's therapeutic areas, so there is no internal business sponsor for the investment.","Emphasise cardio-metabolic risk in pregnancy (hypertension, gestational diabetes) as the bridge to BI's franchises and the MaternaLink monitoring-support roadmap.","12","10","8","7","7","3","3","6","0","1","0","0","1","0","0"
"Voltron Capital","Venture Capital","Africa-focused pre-seed micro-fund","Nigeria","Lagos","https://voltron.africa","https://ng.linkedin.com/company/voltroncapital","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","hello@voltron.africa","https://voltron.africa/en","Pre-seed cheques into up to 30 African startups across fintech, health tech, edtech, crypto and education","Yes - health tech named; portfolio includes Akoma Health (mental health)","Software / consumer platforms","Pan-African, Nigeria-based (9b Ologun Agbaje, Victoria Island, Lagos)","Pre-seed","US$20k-US$100k per company","Not disclosed; launched 2021 by angel investor Olumide Soyombo","Akoma Health, Jada, Lingawa (per Tracxn/CB Insights); GP's angel portfolio includes Paystack, PiggyVest, Mono","Olumide Soyombo","Co-founder & General Partner","https://voltron.africa/team","Email hello@voltron.africa; website voltron.africa","Possible - via Bluechip Technologies / LeadPath network or Lagos angel community","https://voltron.africa/en;https://voltron.africa/team;https://techcrunch.com/2021/07/26/one-of-nigerias-high-profile-angel-investors-is-launching-a-fund-for-african-startups;https://disruptafrica.com/2021/07/27/angel-investor-olumide-soyombo-launches-pan-african-vc-firm-voltron-capital/","2026-09-07","Address and email appeared in search alongside the official domain; a Lusha entry was ignored. GP's personal email seen on a directory is excluded.","Small pre-seed cheques (US$20k-100k) from a Lagos fund that already backs a Nigerian digital-health company (Akoma Health).","Fund focuses on Africa-based founders building for Africa and may see a UK-domiciled holding company with a Nigerian proposal as not yet 'in market'.","Present the Nigerian go-to-market for MaternaLink (in development) with a Lagos-based operating presence and the Ekiti conversation as early demand evidence.","12","15","12","8","7","6","3","6","0","1","1","1","1","1","1"
"GreenHouse Capital","Venture Capital","Africa-focused early-stage VC (Venture Garden Group affiliate)","Nigeria","Lagos","https://greenhouse.capital","","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage African fintech and tech-enabled companies; 25+ investments","Some - portfolio includes Helium Health (Nigerian EMR/health-tech)","Fintech, platforms","Nigeria / Africa; based in Ikeja, Lagos","Pre-seed, Seed","Not disclosed in search; ESTIMATE US$100k-US$500k (TO VALIDATE)","Not disclosed","Helium Health, Flutterwave, MAX.ng, Wallets Africa","Bunmi Akinyemiju","Founding Partner","https://www.africatechsummit.com/nairobi/cth_speaker/bunmi-akinyemiju/","Website greenhouse.capital (about page); LinkedIn to founding partner","Possible - via Helium Health or Venture Garden Group contacts","https://greenhouse.capital/about/;https://www.africatechsummit.com/nairobi/cth_speaker/bunmi-akinyemiju/;https://hackernoon.com/foundersconnect-bunmi-akinyemiju-partner-at-greenhouse-capital-former-ceo-venture-garden-group;https://www.crunchbase.com/organization/greenhouse-capital","2026-09-07","Personal phone numbers for the founding partner appeared on a directory site and are excluded per rules. Fintech-heavy; health exposure via Helium Health.","Lagos early-stage investor with a Helium Health position, giving it first-hand knowledge of selling health software to Nigerian providers.","Portfolio is fintech-led and they may prefer Nigerian-registered companies with revenue, not a UK pre-formation group.","Position MaternaLink (in development) as complementary to hospital EMR players like Helium Health, focused on maternal-care coordination for state health systems.","11","12","10","8","9","5","2","7","0","0","1","0","0","1","0"
"Verod-Kepple Africa Ventures","Venture Capital","Africa-focused Series A/B VC (Verod Capital + Kepple Africa Ventures JV)","Nigeria","Lagos (also Nairobi)","https://vkav.vc","https://www.linkedin.com/company/verodkepple","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Series A and B tech companies across sub-Saharan Africa: fintech, mobility, e-commerce, proptech, deep tech, insurtech, energy, healthcare","Healthcare listed among invested sectors; specific health companies not named in search","Tech platforms","Nigeria, Kenya, Egypt, South Africa","Series A, Series B","US$1m-US$3m with follow-on","US$60m first fund (final close Apr 2024)","Moove, KOKO Networks, Shuttlers, Cloudline, Chari, mTek-Services; healthcare investee not named","Satoshi Shinada","General Partner (prior knowledge - TO VALIDATE on vkav.vc team page)","https://vkav.vc/","Website vkav.vc; LinkedIn company page","Possible - via Verod Capital (Lagos PE) network","https://vkav.vc/;https://techcrunch.com/2024/04/09/verod-kepple-closes-first-fund-at-60m/;https://www.linkedin.com/company/verodkepple;https://empowerafrica.com/verod-kepple-africa-ventures-closes-60-million-fund-to-support-african-startups/","2026-09-07","Kepple Africa Ventures (Tokyo) pre-seed activity was folded into this vehicle; VKAV is a Series A/B fund so it is a follow-on target, not a first-cheque lead.","Nigeria-headquartered Series A/B fund that lists healthcare among its sectors and could lead a later round after a Nigerian pilot proves out.","Minimum cheque of US$1m into Series A companies with revenue rules out a pre-seed, pre-revenue UK entity today.","Open a relationship now for a 2028+ Series A, sharing pilot data from a Nigerian state deployment as it emerges.","11","6","6","8","9","5","2","8","0","0","1","0","1","1","1"
"TLcom Capital","Venture Capital","Africa-focused seed/Series A VC (UK-registered LLP with Lagos and Nairobi offices)","United Kingdom","London (also Lagos, Nairobi)","https://www.tlcomcapital.com","","","+44 20 82377070 (London); +234 708 4974244 (Lagos)","","https://tlcomcapital.com/contact-us","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","info@tlcomcapital.com (London); info-ng@tlcomcapital.com (Lagos)","https://tlcomcapital.com/contact-us","Seed and Series A tech companies in Africa: fintech, mobility, agriculture, healthcare, education, e-commerce; added a pre-seed strategy in 2022","Yes - healthcare is a named sector; portfolio includes Ilara Health (Kenya)","Software platforms, digital services","Pan-African (Nigeria and Kenya focus) with London HQ","Pre-seed (selective), Seed, Series A","US$500k-US$15m for seed and Series A; smaller pre-seed cheques via Eloho Omame's pre-seed mandate","TIDE Africa Fund II US$154m (final close 2024); Fund I US$71m","Ilara Health (health-tech, Kenya), Pula (agri-insurance), Andela, Twiga, uLesson","Eloho Omame","Partner (Lagos; leads pre-seed and female-founder investing)","https://techcrunch.com/2022/06/27/tlcom-capital-appoints-eloho-omame-as-partner-to-back-more-pre-seed-and-female-led-startups/","Pitch page https://www.tlcomcapital.com/contact ('Pitch to Us'); email info@tlcomcapital.com; London office +44 20 82377070","Possible - via FirstCheck Africa (Eloho Omame's female-founder community) or Nigerian portfolio founders","https://tlcomcapital.com/contact-us;https://www.tlcomcapital.com/contact;https://find-and-update.company-information.service.gov.uk/company/OC315522;https://techcrunch.com/2022/06/27/tlcom-capital-appoints-eloho-omame-as-partner-to-back-more-pre-seed-and-female-led-startups/;https://african.business/2022/01/technology-information/tlcom-announces-70m-first-close-on-tech-fund","2026-09-07","UK LLP (Companies House OC315522) - useful for a UK-domiciled company investing into Nigeria. Fund II size from prior knowledge - TO VALIDATE; search confirmed US$70m first close of the US$150m target.","A London-registered Africa fund with Lagos and Nairobi offices, a healthcare mandate (Ilara Health) and a Lagos partner explicitly tasked with pre-seed and female-founder deals.","Core cheques start at US$500k for companies with a live product and revenue in an African market, so Vytalix would need a Nigerian pilot and a documented MaternaLink IP position first.","Approach Eloho Omame's pre-seed track with a maternal-health thesis for Nigeria, emphasising the UK-Nigeria structure and NHS-grade clinical governance as differentiation.","14","11","9","10","13","7","4","9","3","2","1","1","0","1","1"
"Partech Africa","Venture Capital","Africa-focused fund of a global VC (seed to Series B+)","France","Paris (Africa team in Dakar, Lagos, Nairobi, Dubai)","https://partechpartners.com","","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","contactafrica@partechpartners.com","https://partechpartners.com/contact","Digital champions with pan-African ambitions: fintech, health tech, logistics, mobility, edtech","Yes - health tech is a named sector (portfolio includes Reliance Health - prior knowledge, TO VALIDATE)","Software, platforms","Pan-African (Nigeria, Kenya, Egypt, Senegal, South Africa)","Seed, Series A, Series B+","US$1m-US$15m initial","Partech Africa II final close above US$300m (EUR 280m); Fund I EUR 125m","Health tech named across portfolio; Reliance Health and TradeDepot are prior-knowledge examples (TO VALIDATE)","Tidjane Dème","General Partner, Partech Africa","https://partechpartners.com/team/tidjane-deme","Email contactafrica@partechpartners.com; contact page https://partechpartners.com/contact; Dakar office 442 Rue de Kaolack, Dakar Point E","Possible - via Partech portfolio founders in Lagos","https://partechpartners.com/contact;https://partechpartners.com/team/tidjane-deme;https://partechpartners.com/news/partech-africa-ii-fund-reaches-final-close-at-hard-cap-above-300-million-expands-team-and-portfolio;https://www.eib.org/en/products/equity/funds/partech-africa-ii","2026-09-07","Largest Africa-dedicated VC fund; minimum ticket US$1m makes it a Series A target rather than a pre-seed lead. Publishes the annual Africa Tech VC report (useful market data for the deck).","The largest Africa-dedicated VC with health tech in its thesis and a Lagos presence, making it the natural Series A investor if MaternaLink gains a paying Nigerian state customer.","Initial cheques start at US$1m and they back companies with proven product-market fit and revenue in Africa, which Vytalix does not yet have.","Build the relationship now via contactafrica@ and use their Africa Tech VC report data in the deck; pitch formally only after a Nigerian pilot contract.","13","6","5","8","10","6","3","9","0","1","1","1","0","1","1"
