"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Form Ventures","Venture Capital","Pre-seed/seed VC for regulated and policy-shaped markets (health, climate, financial regulation, gov-tech)","United Kingdom","London","https://www.formventures.vc","","","020 3743 3100","","https://www.formventures.vc/complaints-procedure","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.formventures.vc/","Backs UK-based early-stage start-ups operating in markets shaped by regulation and public policy – health and care, housing, energy, financial regulation, civic and gov-tech – bringing policy expertise alongside capital","Yes – health and care is a named policy-shaped market; portfolio includes health/care and civic-tech companies (names TO VALIDATE on official portfolio page)","Software platforms, marketplaces, AI applied to regulated sectors","United Kingdom","Pre-seed, Seed","c.£250k–£1m first cheques (ESTIMATE from public materials – confirm)","Fund II c.£30m (2023, ESTIMATE from public reporting)","Organise (worker-voice civic platform – listed on official site); health/care companies TO VALIDATE","Leo Ringer","Co-founder and Partner – confirm on team page","https://www.formventures.vc/","Email via address given on https://www.formventures.vc (site invites founders to 'drop us an email'; exact address not shown in search results – confirm on site); LinkedIn to partners","Possible – via Form portfolio founders or UK health-policy networks (NHS Confederation, Nuffield Trust alumni)","https://www.formventures.vc/;https://www.formventures.vc/complaints-procedure;https://www.formventures.vc/portfolio/organise;https://find-and-update.company-information.service.gov.uk/company/11529774","2026-09-07","Office 4-5 Gough Square, London EC4A 3DE (official site, 2026-09-07). The recorded number is the complaints line of Kin Capital Partners LLP (Form's FCA principal) as published on Form's own complaints page – it is not an investment-team line, so use email/LinkedIn for pitches.","Form's whole thesis is start-ups whose market is shaped by regulation and public policy – exactly MaternaLink's NHS maternity-safety and government-procurement context.","Form wants a UK-first policy wedge with early evidence; the Nigeria government proposal and the undocumented MaternaLink ownership will read as distraction and risk.","Lead with the UK maternal-safety policy agenda (MBRRACE-UK disparities, Ockenden/Kirkup reforms) and a v1 non-diagnostic care-coordination platform that NHS trusts can adopt without SaMD classification.","14","14","13","10","10","5","4","7","1","0","1","0","0","1","1"
"Eight Roads Ventures","Venture Capital","Global multi-stage VC (Fidelity-backed) with dedicated healthcare and technology teams","United Kingdom","London","https://eightroads.com","","","+44 20 7074 5400","","https://eightroads.com/en/contact","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","info@eightroads.com","https://eightroads.com/en/contact","Technology (B2B software, fintech, AI) and healthcare (biopharma, medtech, digital health) investments from Series A to growth across Europe, Israel, India, China and Japan; proprietary capital of Fidelity","Yes – dedicated healthcare investment team with European and global digital-health, medtech and biopharma holdings (specific UK names TO VALIDATE on official companies page)","Enterprise software, AI, data platforms","Europe and Israel (from London), plus Asia teams","Series A, Series B, growth","US$5m–$30m+ per company (ESTIMATE from public deal history)","c.US$11bn AUM globally (ESTIMATE from official 'about' page reporting)","European digital-health and healthcare-services companies (TO VALIDATE at https://eightroads.com/en/companies)","Davor Hebel","Managing Partner, Head of Europe Ventures – listed on official people page","https://eightroads.com/en/people/davor-hebel","Email info@eightroads.com or phone +44 20 7074 5400; official contact page https://eightroads.com/en/contact; warm intro strongly preferred","Possible – via a seed investor in the CRM that has co-invested with Eight Roads, or a portfolio founder","https://eightroads.com/en/contact;https://eightroads.com/en/people/davor-hebel;https://eightroads.com/en/people;https://find-and-update.company-information.service.gov.uk/company/06605826","2026-09-07","London office 25 Cannon Street, London EC4M 5SB (official contact page, 2026-09-07). Series A+ only – a Series A/B follow-on target for 2028+, not a first-round investor.","A well-capitalised healthcare-and-software investor that could lead a future Series A once MaternaLink has UK deployments and evidence.","Eight Roads does not do pre-seed; a pre-formation company with no product, data or revenue is years away from its entry point.","Build the relationship early through its healthcare team's content and events; approach only with NHS pilot data and paying advisory revenue in hand.","13","5","4","8","8","3","3","8","1","1","1","1","0","1","1"
"Fair By Design Fund","Impact / DFI","Impact venture fund tackling the 'poverty premium' – managed by Ascension (Ascension itself covered separately)","United Kingdom","London","https://fairbydesign.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://fairbydesign.com (check contact page)","Venture fund investing in early-stage UK businesses that reduce the extra costs low-income households pay for essential services (energy, finance, insurance, telecoms, food, health-adjacent services); backed by Joseph Rowntree Foundation, Big Society Capital and others; managed by Ascension","Not a health fund, but health-adjacent 'essential services' and inequality-reduction models can qualify; maternal-health inequality is a plausible angle (TO VALIDATE with the team)","Fintech, insurtech, energy, digital services for low-income consumers","United Kingdom","Pre-seed, Seed, Series A","c.£100k–£1m (ESTIMATE from public fund materials – confirm)","c.£20m+ venture fund (ESTIMATE)","UK poverty-premium fintech and energy start-ups (names TO VALIDATE); no known maternal-health holding","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED (fund managed by Ascension's impact team – confirm on Ascension team page)","https://fairbydesign.com","Apply through Ascension's online pitch submission (Fair By Design is an Ascension-managed fund) or contact form on fairbydesign.com","Possible – via Ascension's impact team or Joseph Rowntree Foundation network","https://fairbydesign.com;https://www.ascension.vc","Unverified (prior knowledge)","Listed separately from Ascension (excluded) because it is a distinct fund with its own thesis. Fit hinges on framing maternal-health access for low-income and Black/minority-ethnic women as a poverty-premium problem.","An impact fund whose inequality thesis overlaps with MaternaLink's origin – the disproportionate maternal risk faced by low-income and Black women in the UK.","Health outcomes are not a poverty-premium 'extra cost', so the fund may judge MaternaLink outside its mandate.","Quantify the financial and service-access costs borne by low-income mothers and show how MaternaLink v1 reduces them, with SEIS/EIS structure as a bonus.","9","13","13","10","7","5","3","5","0","2","0","0","0","1","0"
"Better Society Capital (formerly Big Society Capital)","Impact / DFI","UK social-impact wholesale investor – invests through fund managers, not directly into start-ups","United Kingdom","London","https://bettersocietycapital.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://bettersocietycapital.com (check contact page)","Wholesale social-impact investor funded by dormant-account money and UK banks; commits capital to impact funds (venture, social lending, property) which in turn invest in charities and social enterprises addressing UK social issues","Health and social care is a stated impact theme; reached through impact venture funds it backs (e.g. Fair By Design, Bethnal Green Ventures, Impact Ventures UK – names TO VALIDATE)","Technology via the venture funds it backs","United Kingdom","Indirect – funds it backs cover pre-seed to growth","No direct tickets; fund commitments typically £5m–£30m (ESTIMATE)","c.£1bn+ committed to social investment since 2012 (ESTIMATE from public reporting)","Indirect – impact venture funds with health-tech holdings","Stephen Muers","Chief Executive – confirm on team page (not a pitch route)","https://bettersocietycapital.com","Not a direct investor – approach the impact fund managers it backs; general contact form on official website","No known route (indirect investor)","https://bettersocietycapital.com","Unverified (prior knowledge)","Included to describe the impact-capital landscape accurately; it will not fund Vytalix directly. Useful for mapping which impact VCs have Better Society Capital as an LP.","Its LP relationships identify the UK impact venture funds most likely to back a maternal-health inequality start-up.","Does not invest directly in companies under any circumstances.","Use its published fund list to target impact VCs and cite social-outcome metrics those managers must report.","7","4","2","10","6","4","2","6","0","0","1","0","0","0","0"
"Founders Factory","Venture Capital","Accelerator fund / venture studio investing cash plus programme for equity (corporate-partner model)","United Kingdom","London","https://foundersfactory.com","https://www.linkedin.com/company/founders-factory/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://foundersfactory.com (applications via online form)","Accelerator and venture-studio programmes run with corporate partners across sectors (fintech, health, climate, retail, AI, deep tech); invests cash plus operational support for equity; also runs sector studios and, in some periods, a dedicated healthcare programme with partners","Health has been a programme sector via corporate partnerships (historically with health and insurance partners; current health programme TO VALIDATE)","Software, AI, consumer and B2B platforms","United Kingdom and Europe, with hubs in Africa (Johannesburg, via Founders Factory Africa – now a separate entity), New York and Milan","Pre-seed (accelerator), venture studio (idea stage)","Accelerator cash c.£100k–£150k plus programme services for equity (typically 4–7%) (ESTIMATE – confirm current terms)","Backed by corporate partners; 300+ companies created or accelerated (ESTIMATE)","Health-tech alumni exist across programmes (names TO VALIDATE); Founders Factory Africa previously ran health-tech cohorts with Netcare (now independent)","Henry Lane Fox","Co-founder and CEO – confirm on team page","https://foundersfactory.com","Online application form on https://foundersfactory.com (programme-specific intake windows)","Possible – via Founders Factory alumni or corporate-partner innovation teams","https://foundersfactory.com","Unverified (prior knowledge)","Meets the SCHEMA rule for accelerators (invests cash for equity). Terms and open programmes change frequently – confirm on site before applying.","A pre-seed cash-plus-build partner that can supply the product, design and go-to-market team Vytalix currently lacks around a solo founder.","No active health-sector corporate partner in the current programme line-up, and the unresolved MaternaLink IP ownership complicates a studio-style equity deal.","Apply to the AI or health programme with the founder's advisory revenue as validation, offering MaternaLink v1 as a build-ready spec.","10","14","11","9","9","3","4","6","0","2","1","0","1","1","0"
"Techstars London","Venture Capital","Accelerator fund – global accelerator investing cash for equity (London programme)","United Kingdom","London","https://www.techstars.com","https://www.linkedin.com/company/techstars/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.techstars.com (applications via online portal)","Three-month accelerator programmes worldwide; London programme is generalist (AI, B2B software, fintech, health-tech among cohorts); standard investment package plus mentor network and demo day","Health-tech founders regularly accepted in London and other Techstars programmes; no London health-specific track at present (TO VALIDATE)","Software, AI, platforms","Global; London cohort takes UK, European and international founders","Pre-seed (accelerator)","Standard Techstars package c.US$220k (US$20k for 5% equity plus US$200k uncapped note) (ESTIMATE – confirm current terms on site)","Techstars has invested in 4,000+ companies globally (ESTIMATE)","Global health-tech alumni (names TO VALIDATE); no known maternal-health London alumnus","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED (London Managing Director changes – confirm on programme page)","https://www.techstars.com","Apply online at https://www.techstars.com during the London application window; 'Ask Techstars' office-hours","Possible – via Techstars alumni founders or mentors","https://www.techstars.com","Unverified (prior knowledge)","Meets SCHEMA accelerator rule (cash for equity). Techstars restructured programmes in 2024–25; confirm the London programme is running before applying.","A recognised pre-seed accelerator that would give a solo non-technical founder structure, mentors and a first institutional cheque.","Techstars favours founding teams with a technical co-founder and an existing product; Vytalix has neither confirmed in-house.","Apply once a technical co-founder or documented MaternaLink engineering arrangement is in place, leading with UK maternal-safety market size and founder domain credibility.","9","14","11","8","7","2","4","7","0","2","0","0","1","1","0"
"Antler UK","Venture Capital","Accelerator fund / day-zero investor – residency programme investing cash for equity","United Kingdom","London","https://www.antler.co/location/uk","https://www.linkedin.com/company/antlerglobal/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.antler.co (applications via online form)","Day-zero VC: residency programme that helps individuals find co-founders and validate ideas, then invests in the strongest teams; follow-on from Antler's global funds through Series A","Sector-agnostic; health-tech and AI-health teams are common in Antler UK cohorts (names TO VALIDATE)","AI, B2B software, consumer, deeptech","United Kingdom (London residency), with global follow-on","Pre-seed (day zero), follow-on to Series A","Initial investment c.£120k–£150k for c.10–11% equity (ESTIMATE – confirm current UK terms)","Antler global AUM c.US$1bn+; UK-specific fund size ESTIMATE only","UK AI and health-tech pre-seed companies from London cohorts (TO VALIDATE)","Ollie Purdue","Partner, Antler UK – confirm on team page","https://www.antler.co/location/uk","Apply online at https://www.antler.co/location/uk (residency applications open several times a year)","Possible – via Antler UK alumni founders","https://www.antler.co/location/uk","Unverified (prior knowledge)","Suits a solo founder seeking a technical co-founder; the programme requires full-time participation in London for c.10 weeks. Antler invests in the newly formed company, which would clarify Vytalix's entity and cap table.","The most practical route for a solo pre-formation founder to find a technical co-founder and secure a first cheque in one step.","Antler requires full-time commitment and a clean, newly formed company – the existing MaternaLink IP entanglement with a third party would need resolving first.","Enter the residency with the maternal-health thesis and advisory revenue as proof of domain access, and use Antler's process to formalise the company.","9","15","11","10","7","2","4","6","0","2","1","0","1","1","0"
"Angel CoFund","Venture Capital","Angel co-investment fund (originally seeded with UK Government / British Business Bank capital)","United Kingdom","London / Sheffield","https://www.angelcofund.co.uk","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.angelcofund.co.uk (check contact page)","Invests alongside established business-angel syndicates in UK SMEs; the syndicate leads and applies, the fund matches on the same terms; now manages successor private vehicles alongside the original government-seeded fund","Sector-agnostic; multiple health-tech and medtech co-investments with angel syndicates over 2011–2025 (names TO VALIDATE on portfolio page)","Software, AI, medtech, deeptech","United Kingdom","Seed, Series A (co-investment only)","£100k–£1m per round, capped at a proportion of the round (ESTIMATE – confirm)","Original £100m fund plus successor vehicles (ESTIMATE)","UK health-tech co-investments with syndicates such as Cambridge Angels and Angel Academe (TO VALIDATE)","Tim Mills","Managing Partner – confirm on team page","https://www.angelcofund.co.uk","Applications are made by the lead angel syndicate, not the company; founders should first secure a syndicate lead then ask it to apply via https://www.angelcofund.co.uk","Possible – via any UK angel syndicate lead investor","https://www.angelcofund.co.uk","Unverified (prior knowledge)","Cannot be approached directly by a founder; value is as a round-doubler once an angel syndicate commits.","Matched capital that can turn a £250k angel round into £500k without a second lead, ideal for a first SEIS/EIS round.","No angel syndicate has yet committed to Vytalix, so there is nothing for the fund to co-invest in.","Brief the syndicate lead on Angel CoFund matching at term-sheet stage to increase round certainty.","9","12","13","10","6","2","2","6","0","0","1","0","0","1","0"
"Portfolio Ventures","Venture Capital","Pre-seed VC investing in UK founders, often before product or revenue","United Kingdom","London","https://www.portfolio.vc","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.portfolio.vc (check contact page)","Pre-seed investments in UK technology start-ups, typically first-cheque and pre-product, with a hands-on portfolio-support model and SEIS/EIS-compatible structures","Sector-agnostic; some digital-health pre-seed deals (TO VALIDATE on portfolio page)","Software, AI, marketplaces","United Kingdom","Pre-seed","c.£100k–£400k (ESTIMATE – confirm)","Small pre-seed fund (ESTIMATE – confirm; under £50m)","UK pre-seed software companies (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED (confirm partners on team page)","https://www.portfolio.vc","Pitch submission form on https://www.portfolio.vc (confirm) or LinkedIn to partners","No known route","https://www.portfolio.vc","Unverified (prior knowledge)","Details are from prior knowledge and may be dated; verify the fund is actively deploying before outreach.","A true pre-product first-cheque investor whose ticket size matches Vytalix's initial SEIS round.","Solo founder without a technical co-founder and an unclear product-ownership position.","Present the founder's advisory pipeline as early cash flow and MaternaLink v1 as a clearly scoped, low-regulatory-risk first build.","8","15","13","10","5","2","3","4","0","1","0","0","0","0","0"
"Stride.VC","Venture Capital","Seed VC (London) – founder-focused generalist seed fund","United Kingdom","London","https://stride.vc","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://stride.vc (check contact page)","Seed investments in UK and European founders across software, marketplaces, consumer and B2B; leads or co-leads seed rounds with a concentrated portfolio","Sector-agnostic; occasional health and wellbeing investments (TO VALIDATE)","Software, AI, marketplaces, consumer","United Kingdom and Europe","Seed, occasionally pre-seed","c.£500k–£2m (ESTIMATE – confirm)","Fund II c.£100m (ESTIMATE from public reporting)","UK seed software companies (TO VALIDATE)","Fred Destin","Founding Partner – confirm on team page","https://stride.vc","Contact form on https://stride.vc or LinkedIn to partners; warm intro preferred","Possible – via Stride portfolio founders","https://stride.vc","Unverified (prior knowledge)","Concentrated seed fund; typically wants an exceptional founding team with early product signal.","A UK seed lead that backs founder narratives strongly and could lead a proper seed after a small angel round.","Too early – no product, team or traction; Stride would wait for a post-SEIS round with usage data.","Build the relationship now, return with UK pilot users and a technical co-founder for a £1m+ seed.","8","11","11","10","5","2","3","6","0","1","1","0","0","1","0"
"Moonfire Ventures","Venture Capital","Pre-seed/seed VC using AI-driven sourcing (founded by Atomico co-founder Mattias Ljungman)","United Kingdom","London","https://www.moonfire.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.moonfire.com (check contact page)","Pre-seed and seed investments in European software start-ups, with themes including health, wealth, productivity and entertainment; runs a proprietary AI sourcing and evaluation platform","Health is a stated investment theme (digital health, wellbeing); specific portfolio names TO VALIDATE","AI, software, consumer and B2B platforms","Europe including United Kingdom","Pre-seed, Seed","c.£300k–£2m (ESTIMATE – confirm)","Fund II c.US$115m (2023, ESTIMATE from public reporting)","European health and wellbeing software companies (TO VALIDATE on official portfolio page)","Mattias Ljungman","Founder and Managing Partner – confirm on team page","https://www.moonfire.com","Online submission on https://www.moonfire.com (the firm publicly encourages cold pitches through its platform) or LinkedIn","Possible – via Moonfire portfolio founders","https://www.moonfire.com","Unverified (prior knowledge)","Data-driven fund that screens on founder and market signals; a clear online presence and metrics matter more than warm intros here.","A pre-seed fund with health as a named theme and an open, data-driven intake that does not depend on a warm intro.","Moonfire's health theme skews to consumer and software-scale models; a government-procurement-led maternal-health platform may look slow and capital-intensive.","Lead with MaternaLink v1 as a B2B SaaS for maternity services with a UK-first wedge and Africa as an optional second act.","11","14","12","9","6","3","4","6","0","2","1","0","0","1","0"
"Crane Venture Partners","Venture Capital","Pre-seed/seed VC for enterprise software, data and AI infrastructure","United Kingdom","London","https://crane.vc","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://crane.vc (check contact page)","First-cheque investor in European enterprise and B2B software, data infrastructure and applied AI companies; leads pre-seed and seed rounds","Not a health specialist; health only where the company is an enterprise-software or data business selling to healthcare organisations (TO VALIDATE)","Enterprise SaaS, AI/ML tooling, developer and data infrastructure","Europe including United Kingdom","Pre-seed, Seed","c.£500k–£3m (ESTIMATE – confirm)","Fund II c.US$140m (ESTIMATE from public reporting)","Enterprise AI and data companies (TO VALIDATE); no known maternal-health holding","Scott Sage","Co-founder and Partner – confirm on team page","https://crane.vc","Contact form on https://crane.vc or LinkedIn to partners","Possible – via Crane portfolio founders","https://crane.vc","Unverified (prior knowledge)","Strong technical-founder bias; enterprise sales motion to NHS trusts is slower than Crane's typical developer-led adoption.","A leading UK enterprise-software seed investor if MaternaLink is positioned as B2B SaaS/AI for care providers.","No technical founding team, no product and a public-sector sales cycle that does not fit Crane's product-led enterprise thesis.","Approach only with a technical co-founder and a working v1; frame the data platform and clinician workflow as the enterprise product.","8","13","11","9","5","1","3","6","0","1","1","0","0","1","0"
"Air Street Capital","Venture Capital","AI-first seed VC (also invests in AI for life sciences and health)","United Kingdom","London","https://www.airstreet.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.airstreet.com (check contact page)","Seed-stage investments in AI-first companies across software, life sciences, defence and industry; publisher of the annual State of AI Report","Yes in AI-for-biology and computational drug discovery; digital-health services less so (portfolio names TO VALIDATE)","Machine learning, AI applications, AI in biology","Europe and United States, from London","Pre-seed, Seed, Series A","c.US$500k–$3m (ESTIMATE – confirm)","Fund II c.US$121m (2024, ESTIMATE from public reporting)","AI-driven life-science and health companies (TO VALIDATE on official portfolio page)","Nathan Benaich","Founder and General Partner – confirm on team page","https://www.airstreet.com","Contact form on https://www.airstreet.com or LinkedIn to Nathan Benaich; warm intro preferred","Possible – via Air Street portfolio founders or State of AI Report contributors","https://www.airstreet.com","Unverified (prior knowledge)","Thesis demands defensible AI at the core; MaternaLink v1 (non-diagnostic coordination software) is not AI-first, and the v3 risk-score research track has no data yet.","The UK's most visible AI-first seed fund, relevant if the multimodal Maternal Instability Score research track becomes a real, data-backed AI product.","There is no model, no data and no ML team – the AI element is currently a slide, not a product.","Return once a clinical data partnership and a technical ML lead are secured; pitch the voice-and-clinical multimodal dataset as the moat.","11","12","11","9","6","3","3","7","0","1","1","0","0","1","0"
"Frontline Ventures","Venture Capital","Seed VC for B2B software (Dublin/London) with a US-expansion growth fund","Ireland / United Kingdom","Dublin / London","https://frontline.vc","https://www.linkedin.com/company/frontline-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://frontline.vc (check contact page)","Frontline Seed backs European B2B software companies at pre-seed/seed; Frontline Growth backs US B2B companies expanding to Europe","Not a health specialist; some healthcare-adjacent B2B software (TO VALIDATE)","B2B SaaS, AI, fintech infrastructure","Europe including UK and Ireland","Pre-seed, Seed","c.€500k–€3m (ESTIMATE – confirm)","Seed Fund III c.€100m; Growth fund separate (ESTIMATE from public reporting)","European B2B software (TO VALIDATE); no known maternal-health holding","William McQuillan","Co-founder and Partner – confirm on team page","https://frontline.vc","Contact form on https://frontline.vc or LinkedIn to partners","Possible – via Frontline portfolio founders","https://frontline.vc","Unverified (prior knowledge)","Pure B2B software thesis; would view public-sector maternity procurement as a slow market.","A credible European B2B seed lead if MaternaLink is sold as SaaS to private maternity clinics and NHS trusts.","No software product, no revenue and a public-health sales cycle that conflicts with Frontline's fast-growth B2B thesis.","Position the advisory arm as a customer-discovery engine feeding MaternaLink SaaS with signed pilots before approaching.","7","13","11","8","5","1","3","6","0","1","1","0","1","1","0"
"20VC Fund","Venture Capital","Seed/early-stage VC founded by podcaster Harry Stebbings","United Kingdom","London","https://www.20vc.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.20vc.com (check contact page)","Seed and Series A investments in high-growth technology companies in Europe and the US, leveraging the 20VC podcast network; generalist with a consumer and software tilt","Not a health specialist; occasional health-tech investments (TO VALIDATE)","Software, AI, consumer, fintech","Europe and United States","Seed, Series A","c.US$1m–$5m (ESTIMATE – confirm)","c.US$400m raised across funds by 2024 (ESTIMATE from public reporting)","Europe/US software and consumer companies (TO VALIDATE); no known maternal-health holding","Harry Stebbings","Founder and General Partner – confirm on team page","https://www.20vc.com","Contact form on https://www.20vc.com or LinkedIn; warm intro preferred","Possible – via 20VC portfolio founders or podcast guests","https://www.20vc.com","Unverified (prior knowledge)","High-velocity, brand-led fund; usually co-invests with tier-one leads in competitive rounds.","High-profile seed capital with a media megaphone that could accelerate hiring and follow-on interest.","Backs breakout momentum and top-tier co-investors; a pre-formation health-tech with no product has no momentum to show.","Only approach at a competitive seed with a lead already committed and UK pilot traction.","6","10","9","8","5","1","2","7","0","1","1","0","0","1","0"
"Creator Fund","Venture Capital","Pre-seed VC for university-affiliated founders (students, PhDs, academics)","United Kingdom","London","https://www.creatorfund.co.uk","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.creatorfund.co.uk (check contact page)","Backs founders who are current students, recent graduates or academics at UK and European universities; sectors include AI, deeptech, climate and health; runs a student-partner scouting network","Yes – health and biotech among stated sectors; several university health-tech spinouts (TO VALIDATE)","AI, deeptech, software","United Kingdom and Europe (university-linked)","Pre-seed","c.£100k–£500k (ESTIMATE – confirm)","Fund II c.£20m+ (ESTIMATE from public reporting)","University health-tech and AI pre-seed companies (TO VALIDATE)","Jamie Macfarlane","Founder and CEO – confirm on team page","https://www.creatorfund.co.uk","Online application on https://www.creatorfund.co.uk or via a Creator Fund student partner at a UK university","Possible – via university student partners or entrepreneurship centres","https://www.creatorfund.co.uk","Unverified (prior knowledge)","Eligibility depends on a university-affiliated founder; only relevant if Vytalix adds an academic co-founder (e.g. a maternal-health clinician-researcher).","Would fund a university-linked clinical or ML co-founder joining Vytalix, bringing both capital and research credibility to the MaternaLink research track.","The current founder is not a student or academic, so Vytalix is ineligible as structured.","Recruit an academic co-founder for the v3 research track and apply jointly with a university partnership in place.","11","14","13","10","6","4","3","5","0","2","1","0","0","1","0"
"SuperSeed","Venture Capital","Pre-seed/seed VC for B2B software and AI, founder-operator led","United Kingdom","London","https://superseed.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://superseed.com (check contact page)","Pre-seed and seed investments in UK and European B2B software and AI companies, with a hands-on go-to-market support model; EIS-compatible investing","Not a health specialist; B2B software selling into healthcare possible (TO VALIDATE)","B2B SaaS, AI, automation, data","United Kingdom and Europe","Pre-seed, Seed","c.£250k–£1.5m (ESTIMATE – confirm)","Fund II c.£50m (ESTIMATE from public reporting)","UK B2B AI software companies (TO VALIDATE); no known maternal-health holding","Mads Jensen","Managing Partner – confirm on team page","https://superseed.com","Pitch form on https://superseed.com or LinkedIn to partners","Possible – via SuperSeed portfolio founders","https://superseed.com","Unverified (prior knowledge)","Targets founders with early commercial signal; EIS eligibility helps.","A UK pre-seed B2B software investor with EIS-friendly structures and ticket sizes aligned to a first institutional round.","Prefers technical teams with a live product and early customers; a services-first, pre-product plan is weak on their criteria.","Show MaternaLink v1 as a B2B workflow SaaS with signed maternity-unit pilots and the advisory business as proof of customer access.","8","14","13","10","5","1","4","5","0","2","1","0","0","1","0"
"Pact VC","Venture Capital","Early-stage VC backing purpose-driven founders (financial inclusion, health, climate, education)","United Kingdom","London","https://www.pact.vc","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.pact.vc (check contact page)","Pre-seed and seed investments in UK and European start-ups with a positive-impact thesis across health, financial inclusion, sustainability and education; emphasises diverse founding teams","Health and wellbeing is a stated theme (digital health, care access); portfolio names TO VALIDATE","Software, AI, consumer and B2B platforms","United Kingdom and Europe","Pre-seed, Seed","c.£250k–£1m (ESTIMATE – confirm)","Fund I c.£20m+ (ESTIMATE from public reporting)","Health-access and inclusion start-ups (TO VALIDATE on official portfolio page)","Tong Gu","Co-founder and Managing Partner – confirm on team page","https://www.pact.vc","Pitch submission on https://www.pact.vc or LinkedIn to partners","Possible – via Pact portfolio founders or diversity-in-tech networks","https://www.pact.vc","Unverified (prior knowledge)","Impact-and-returns thesis with explicit interest in under-represented founders; details from prior knowledge – confirm fund is deploying.","A purpose-driven UK seed fund whose health and inclusion themes match MaternaLink's Black maternal-health origin and a Black founder-led company.","Wants evidence of product and early users; the MaternaLink ownership gap and absence of UK pilots will stall diligence.","Lead with the maternal-inequality mission, a documented IP position and a UK community-maternity pilot plan with named partners.","12","14","13","10","7","6","4","5","0","2","1","0","0","1","0"
