"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Global Innovation Fund (GIF)","Impact / DFI","Non-profit impact-first investor (grants, equity, debt) backed by UK FCDO and others","United Kingdom","London","https://www.globalinnovation.fund/","https://www.linkedin.com/company/global-innovation-fund/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: contact page shows address only; applications are web-form only)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.globalinnovation.fund/contact","Evidence-based innovations improving lives of people living on under US$5/day; grants, equity and debt from pilot to scale; GIF Growth returnable-capital vehicle for later stage","Yes – health is a core theme (maternal and child health, primary care, digital health) in its portfolio","Digital and tech-enabled service delivery, evidence-generating models","Low- and lower-middle-income countries incl. Nigeria; London HQ but no UK-market funding","Pilot (c. US$50k–$230k), Test & Transition (up to c. US$2.3m), Scale (up to US$15m)","US$50k–$15m by stage","c. US$300m+ raised cumulatively (ESTIMATE)","Health and digital-health innovations in Africa and South Asia","Joseph Ssentongo","Chief Executive Officer (Avinash Mishra is Chief Investment Officer and Head of GIF Growth)","https://www.globalinnovation.fund/team/ceo","Application form only: https://www.globalinnovation.fund/apply-for-funding (no email applications); office 8 Devonshire Square, London EC2M 4PL","Possible – London-based team accessible via UK global-health events","https://www.globalinnovation.fund/contact;https://www.globalinnovation.fund/apply-for-funding;https://www.globalinnovation.fund/team;https://www.globalinnovation.fund/news/news/joseph-ssentongo-appointed-ceo-of-the-global-innovation-fund","2026-09-07","GIF states it does not accept applications by email; last open call closed 15 January 2025 and future calls are announced on the site – check before applying. CEO and CIO names verified on official team pages.","GIF is London-based, funds maternal and digital-health innovations in Nigeria at pilot stage with US$50k-scale grants and equity, and demands the kind of evidence design that MaternaLink's re-based v1 needs anyway.","GIF funds innovations with a testable evidence plan and a low-income end-user, whereas Vytalix has only a concept deck, no pilot partner and an unresolved IP position.","Enter at Pilot stage with a rigorously scoped Nigerian maternal care-coordination pilot, an evaluation partner, and a clear cost-per-woman assumption to be tested.","14","12","11","9","11","8","3","8","0","2","1","0","1","1","1"
"Grand Challenges Canada","Impact / DFI","Government-funded innovation platform (grants, repayable grants, equity) with explicit maternal, newborn and child health focus","Canada","Toronto","https://www.grandchallenges.ca/","https://www.linkedin.com/company/grand-challenges-canada/","","+1 (416) 673-6568","","https://www.grandchallenges.ca/terms-and-conditions/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and transition-to-scale funding (grants, loans, equity) for innovations in global health incl. women's and children's health, mental health, humanitarian; Transition To Scale offers repayable capital","Yes – maternal, newborn, child and women's health is a core programme area (e.g. Saving Lives at Birth legacy, Every Woman Every Child innovations)","Digital health, AI for global health (recent AI-for-health grants), devices and service models","Low- and middle-income countries incl. Nigeria; innovators may be based in Canada or LMICs (UK-based applicant eligibility TO VALIDATE per call)","Seed (c. CAD 100k–250k grants) to Transition To Scale (up to c. CAD 1m–2m repayable/equity)","CAD 100k–2m by stream","c. CAD 1bn+ deployed since 2010 (ESTIMATE)","Hundreds of maternal/newborn health innovations across Africa and Asia incl. Nigerian digital-health projects","Karlee Silver","Chief Executive Officer","https://www.grandchallenges.ca/about-us/leadership-team/","Open calls via https://www.grandchallenges.ca/ (Fluxx portal); office at MaRS Centre, 661 University Avenue, Suite 1720, Toronto; phone +1 (416) 673-6568","Possible – via Nigerian GCC-funded innovators and Nigeria Health Watch network","https://www.grandchallenges.ca/terms-and-conditions/;https://www.grandchallenges.ca/about-us/leadership-team/;https://www.grandchallenges.ca/about-us/staff-directory/;https://www.grandchallenges.ca/2024/grand-challenges-catalyzing-equitable-ai-use-for-improved-global-health-grants-awarded/","2026-09-07","Phone and address from official site (terms page). Most funding is grant or repayable grant; equity is used selectively at Transition To Scale. Calls require an LMIC implementing partner – Ekiti/other Nigerian partner would be needed.","Grand Challenges Canada is one of the few funders whose core mandate is literally maternal and newborn health innovation in countries like Nigeria, with seed cheques sized for a pre-seed company.","GCC needs a credible LMIC implementing partner and an evidence plan, and it may see MaternaLink as duplicating the MSD-for-Mothers-funded mDoc programme already running in Ekiti.","Apply with a Nigerian clinical or state partner for a seed grant testing maternal care-coordination in a state without an incumbent programme, positioning the AI risk-score as a later research track.","15","12","11","8","11","10","3","8","1","2","1","0","1","1","1"
"Gates Foundation – Strategic Investment Fund","Impact / DFI","Foundation programme-related investment arm (equity, debt, guarantees, volume guarantees)","United States","Seattle","https://sif.gatesfoundation.org/","https://www.linkedin.com/company/bill-&-melinda-gates-foundation/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Programme-related investments aligned to foundation strategies: global health (vaccines, diagnostics, maternal/newborn health products), financial services for the poor, education; equity in companies and funds","Yes – global health incl. maternal, newborn and child health products and diagnostics","Biotech, diagnostics, digital health, data platforms for global health","Global with LMIC impact requirement; invests in US/European companies whose products reach LMICs","Seed to growth, but usually alongside a foundation programme team","US$1m–$50m+ (ESTIMATE)","c. US$2.5bn+ PRI allocation (ESTIMATE)","Global-health biotech and diagnostics companies; LP in global-health funds such as Adjuvant Capital","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","No open application; SIF investments originate from foundation programme teams (Maternal, Newborn & Child Health Discovery & Tools)","No known route","https://sif.gatesfoundation.org/","Unverified (prior knowledge)","Written from prior knowledge. SIF does not accept unsolicited pitches; realistic exposure is via Adjuvant Capital or a Gates-funded programme partner.","The Gates Foundation's maternal/newborn health strategy and SIF equity arm are the most mission-aligned deep pockets for a maternal-health platform reaching Nigeria.","SIF invests behind foundation programme priorities with strong scientific evidence, and MaternaLink has no data, model or clinical partner.","Build evidence via Grand Challenges Canada/GIF first; approach Gates programme officers only with validated outcomes from a Nigerian pilot.","14","5","4","7","12","9","1","10","0","0","0","0","1","0","0"
"Johnson & Johnson Impact Ventures (J&J Foundation)","Impact / DFI","Corporate-foundation impact fund (debt and equity) for early-stage health-access innovators","United States","New Brunswick, NJ","https://www.jnj.com/impact-ventures","https://www.linkedin.com/company/johnson-&-johnson/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: no phone shown on Impact Ventures pages; route is pitch-deck submission)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.jnj.com/impact-ventures","Impact investments (debt and equity) in early-stage healthcare companies expanding access and quality of care, esp. frontline health workers, community health, maternal and child health, in LMICs and underserved US communities","Yes – exclusively health; maternal, newborn and frontline-health-worker enablement are recurring themes","Digital health, health-worker tools, supply chain, diagnostics","Global with focus on Africa, South Asia, Latin America and underserved US","Early stage, pre-profit","US$500k–$5m (ESTIMATE)","Fund established 2019; size not disclosed publicly (TO VALIDATE)","Early-stage health-access companies in Africa and Asia (portfolio page on jnj.com/impact-ventures)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Share pitch deck via https://www.jnj.com/impact-ventures (site invites founders to share their deck); team page at https://www.jnj.com/impact-ventures/team","Possible – via J&J Foundation-supported maternal-health programmes and portfolio founders in Africa","https://www.jnj.com/impact-ventures;https://www.jnj.com/impact-ventures/about;https://www.jnj.com/impact-ventures/portfolio;https://www.jnj.com/impact-ventures/team","2026-09-07","Official pages checked 2026-09-07: fund invests early, pre-profitability, via debt and equity, and asks founders to share a pitch deck. Named team members are on the team page – confirm before addressing.","J&J Impact Ventures backs early, pre-profit health-access companies with maternal and frontline-worker themes, which is exactly MaternaLink's care-coordination positioning.","Even early-stage impact funds expect a working product and a first deployment, and MaternaLink is a concept deck plus an unverified prototype with unresolved ownership.","Submit a deck framing MaternaLink as a frontline-midwife enablement platform for Nigerian states, with a costed pilot and an IP-clean cap table.","15","9","9","7","12","9","3","9","0","2","0","0","1","1","1"
"Wellcome (Wellcome Trust) – investment and innovation activity","Impact / DFI","Charitable foundation; grant funder with an investment portfolio and historic Wellcome Innovations/Syncona lineage","United Kingdom","London","https://wellcome.org/","https://www.linkedin.com/company/wellcome-trust/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: only a facilities service-desk number is shown on the contact page; no investment-team phone published)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://wellcome.org/about-us/contact-us","Primarily research grants (discovery science, mental health, infectious disease, climate & health); Wellcome's investment team manages the endowment and has made direct venture investments; founded Syncona; innovation funding schemes support translation","Yes – health research funder; maternal health appears mainly through research grants rather than investments","Biomedical science, data science, digital health via research schemes","Global; UK HQ at 215 Euston Road, London NW1 2BE","Not a start-up investor in the conventional sense; grants at all stages","Grants £100k–£10m+; direct investments rare and large","Endowment c. £37bn (ESTIMATE)","Syncona (founded by Wellcome); endowment venture holdings; grant-funded maternal-health research","John-Arne Røttingen – confirm on team page","Chief Executive Officer","https://wellcome.org/about-us","General enquiry form https://wellcome.org/who-we-are/contact-us/general-enquiry ; funding schemes via wellcome.org/grant-funding","Possible – via UK academic maternal-health researchers holding Wellcome grants","https://wellcome.org/about-us/contact-us;https://wellcome.org/who-we-are/contact-us/general-enquiry;https://wellcome.org/about-us","2026-09-07","Included because FACTS_BASE lists Wellcome in the funding path, but it is a grant-maker for research, not a start-up equity investor; realistic value is a research collaboration with a UK university on the MIS research track.","Wellcome could fund the academic research partner needed to validate MaternaLink's multimodal risk-score concept, which no equity investor will pay for at this stage.","Wellcome funds researchers and institutions, not pre-seed companies, and has no scheme for a services-led health-tech start-up.","Partner with a UK university obstetrics/data-science group to seek Wellcome research funding for the MIS validation study, keeping Vytalix as industry collaborator.","12","3","3","10","10","6","2","8","0","1","1","0","1","1","1"
"Bridges Fund Management","Impact / DFI","UK sustainable and impact fund manager (growth equity, social outcomes, property)","United Kingdom","London","https://www.bridgesfundmanagement.com/","https://www.linkedin.com/company/bridges-fund-management/","","+44 (0) 20 3780 8000","","https://www.bridgesfundmanagement.com/contact/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE (a general address is published on https://www.bridgesfundmanagement.com/contact/ but was obfuscated in search results – copy from the page)","https://www.bridgesfundmanagement.com/contact/","Sustainable growth funds (health & wellbeing, education, sustainable living), Bridges Outcomes Partnerships (social outcomes contracts), Bridges Impact Foundation; growth equity into profitable UK businesses","Yes – health and wellbeing is a core theme (e.g. Renaiss Health, Alina Homecare, care and health services)","Tech-enabled services; not a deep-tech or seed investor","UK primarily (also a US arm)","Growth (profitable or near-profitable businesses)","£5m–£30m growth equity (ESTIMATE)","c. £1bn+ raised across funds (ESTIMATE)","Renaiss Health, Alina Homecare and other UK health/care services businesses","Michele Giddens – confirm on team page","Co-founder and Co-CEO","https://www.bridgesfundmanagement.com/","Phone +44 (0) 20 3780 8000 or contact page; office 38 Seymour Street, London W1H 7BP","Possible – via UK social-investment ecosystem (Better Society Capital, Big Issue Invest)","https://www.bridgesfundmanagement.com/contact/;https://www.bridgesfundmanagement.com/portfolio/renaiss-health/;https://www.bridgesfundmanagement.com/","2026-09-07","Phone and address verified on official contact page. Bridges is a growth investor; Bridges Outcomes Partnerships could be relevant if an NHS/local-authority maternal outcomes contract ever materialises.","Bridges is the UK's leading impact growth investor in health and wellbeing services and its outcomes-contract arm understands NHS commissioning, which is the long-term UK route for MaternaLink.","Bridges invests growth equity into profitable UK businesses, not pre-revenue health-tech concepts.","Keep Bridges for a future growth round of the advisory/services business, and explore Bridges Outcomes Partnerships if a maternal-outcomes contract with an NHS ICB becomes possible.","11","2","2","10","10","4","3","8","1","1","1","1","1","1","1"
"Big Issue Invest","Impact / DFI","UK social investor (loans, equity, Social Impact Investment Fund) for social enterprises","United Kingdom","London","https://www.bigissue.com/invest/","https://www.linkedin.com/company/big-issue-invest/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: only a press-office number is shown on official pages; use investment email)","investmentenquiries@bigissueinvest.com","NOT PUBLICLY AVAILABLE","https://www.bigissue.com/invest/contact/","Social investment from £20k to £3m in UK social enterprises, charities and mission-led businesses; Social Impact Investment Fund series; Impact Loans England; Power Up (Black-led social enterprises)","Partial – health and wellbeing, social care and health inequalities are common themes among investees","Tech-enabled social enterprises accepted; not a tech specialist","UK","Early to growth social enterprises with revenue","£20k–£3m (loans, quasi-equity, equity)","c. £100m+ under management (ESTIMATE)","UK social enterprises in health, care and inclusion","Holger Westphely","Managing Director","https://www.bigissue.com/behind-the-scenes/big-issue-invest/big-issue-invest-names-holger-westphely-as-new-managing-director/","Apply for funding: https://www.bigissue.com/invest/contact/ or email investmentenquiries@bigissueinvest.com","Possible – via UK social-enterprise networks (UnLtd, School for Social Entrepreneurs)","https://www.bigissue.com/invest/contact/;https://www.bigissue.com/invest/about/;https://www.bigissue.com/behind-the-scenes/big-issue-invest/big-issue-invest-names-holger-westphely-as-new-managing-director/","2026-09-07","Investment email and MD verified on official pages 2026-09-07. Requires a UK social-purpose entity with a repayment path; Vytalix would need a mission lock or social-enterprise structure and trading revenue (services) to qualify.","Big Issue Invest lends and invests from £20k into UK mission-led businesses tackling health inequalities, which fits a services-led Vytalix addressing Black maternal health disparities.","Vytalix is not yet incorporated, has no revenue to service a loan, and has not adopted a social-enterprise governance structure.","Return once the advisory business is trading, pitching a small blended loan/equity ticket against a UK Black-maternal-health programme with measurable outcomes.","9","8","11","10","7","5","4","6","0","2","1","1","1","1","1"
"Better Society Capital (formerly Big Society Capital)","Impact / DFI","UK social-investment wholesaler (invests in funds and intermediaries, not directly in enterprises)","United Kingdom","London","https://bettersocietycapital.com/","https://www.linkedin.com/company/better-society-capital/","","020 7186 2500","","https://bettersocietycapital.com/contact/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","enquiries@bettersocietycapital.com","https://bettersocietycapital.com/contact/","Wholesale social investment into UK funds and intermediaries across social lending, impact venture, social property and social outcomes; does not invest directly into enterprises","Partial – health and wellbeing and health inequalities are impact themes of the funds it backs","Impact venture funds (tech for good) among its fund investments","UK","Fund-of-funds (LP)","No direct enterprise tickets","c. £900m+ committed (ESTIMATE)","LP in UK impact venture funds and social lenders (e.g. Big Issue Invest funds, Bethnal Green Ventures-type impact VCs)","Stephen Muers – confirm on team page","Chief Executive Officer","https://bettersocietycapital.com/contact/our-team/","Phone 020 7186 2500 or enquiries@bettersocietycapital.com ; office Script, 44 Featherstone Street, London EC1Y 8RN; ask for signposting to fund managers","Possible – BSC signposts enterprises to its fund managers","https://bettersocietycapital.com/contact/;https://bettersocietycapital.com/contact/our-team/","2026-09-07","Phone, email and address verified on official contact page. Not a direct investor – valuable as a map of UK impact venture funds that do write early cheques.","Better Society Capital funds the UK impact-venture and social-lending funds most likely to back a mission-led health-tech at seed, so one conversation can open several doors.","BSC cannot invest directly in Vytalix and will simply redirect it to fund managers, most of whom require a UK social-enterprise structure.","Ask BSC's team which of its impact-venture fund managers back health-inequality start-ups at pre-seed and request introductions.","8","6","3","10","8","4","4","8","1","1","1","1","1","1","1"
"Ananda Impact Ventures","Impact / DFI","European impact VC (health, education, climate, social inclusion)","Germany","Munich","https://ananda.vc/","https://www.linkedin.com/company/ananda-impact-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact venture capital in Europe (Germany, UK, Nordics, DACH) across health, education, ageing, social inclusion and climate; seed to Series B","Yes – health is a core theme (digital health, care, mental health)","Software and tech-enabled services with measurable impact","Europe incl. UK (London office historically)","Seed to Series A/B","€500k–€5m (ESTIMATE)","Fund IV c. €108m (ESTIMATE)","European digital-health and care companies; UK investments in social-impact tech","Johannes Weber – confirm on team page","Founder and Managing Partner","https://ananda.vc/","Contact/pitch via ananda.vc; LinkedIn to investment team","Possible – via UK impact-tech portfolio founders","https://ananda.vc/","Unverified (prior knowledge)","Written from prior knowledge. Invests in UK companies; maternal health not an explicit theme but health inequality and care are.","Ananda is one of the few European impact VCs that writes seed cheques into UK health companies with a measured-impact requirement, fitting a UK-first MaternaLink.","Ananda generally leads seed rounds of companies with a live product and early traction, not pre-formation ventures.","Approach at seed with a UK pilot (NHS trust or maternity voluntary-sector partner) and an impact-measurement framework on Black maternal-health outcomes.","13","9","10","8","7","5","3","6","0","1","1","0","1","1","0"
"Mustard Seed MAZE","Impact / DFI","European early-stage impact VC (London/Lisbon)","United Kingdom","London","https://mustardseedmaze.vc/","https://www.linkedin.com/company/mustard-seed-maze/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A impact investments in European companies where impact and commercial returns are aligned; health, education, inclusion, climate","Yes – health and wellbeing among investee sectors (digital health, care)","Tech-enabled, software","Europe incl. UK and Portugal","Seed to Series A","€500k–€3m (ESTIMATE)","c. €50m–€100m (ESTIMATE)","European impact start-ups incl. health and inclusion","Alex Pitt – confirm on team page","Co-founder and Managing Partner","https://mustardseedmaze.vc/","Contact form on mustardseedmaze.vc; LinkedIn to partners","No known route","https://mustardseedmaze.vc/","Unverified (prior knowledge)","Written from prior knowledge; verify current fund status and whether pre-seed cheques are written.","A London-based impact VC with a lock-step impact/return model suits a company whose commercial and maternal-health outcomes are the same metric.","Pre-product, pre-company ventures are earlier than the fund's seed entry point and the team will want evidence of founder-market fit.","Lead with the founder's domain credibility and a first UK pilot letter of intent; ask for feedback now and a seed conversation in 12 months.","11","8","9","10","5","4","3","5","0","1","1","0","1","0","0"
"Blue Haven Initiative","Family Office","Impact-first family office (Pritzker Simmons) with East/West Africa early-stage focus","United States","Cambridge, MA","https://www.bluehaveninitiative.com/","https://www.linkedin.com/company/blue-haven-initiative/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact investing across public and private markets; direct early-stage investments in Sub-Saharan Africa (fintech, energy, health, logistics) and in impact funds","Partial – some African health investments in a mainly fintech/energy portfolio","Tech-enabled companies in Africa","Sub-Saharan Africa (East and West), US","Seed to Series A","US$250k–$2m (ESTIMATE)","Family office; not disclosed","African early-stage companies incl. PEG Africa, M-KOPA-type ventures; health investments selectively","Liesel Pritzker Simmons – confirm on team page","Co-founder and Principal","https://www.bluehaveninitiative.com/","Contact page on bluehaveninitiative.com; typically warm intro only","No known route","https://www.bluehaveninitiative.com/","Unverified (prior knowledge)","Written from prior knowledge. Nigeria is within scope but health is not the core thesis.","Blue Haven writes seed-sized impact cheques into African companies and could back MaternaLink's Nigeria entity alongside a local lead.","Blue Haven prefers Africa-based founders with traction and rarely leads; a UK pre-seed with no Nigerian operations is too early.","Seek a warm introduction after a Nigerian seed lead is secured, presenting Blue Haven a co-investment slot.","9","9","9","7","5","5","1","6","0","1","1","0","1","0","0"
"Omidyar Network","Impact / DFI","Philanthropic investment firm (grants and equity)","United States","Redwood City, CA","https://omidyar.com/","https://www.linkedin.com/company/omidyar-network/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Grants and impact investments in reimagining capitalism, responsible technology, and pluralism; historically financial inclusion, digital identity, edtech; India arm (Omidyar Network India) spun out","Limited – health is not a current core theme","Responsible tech, digital public infrastructure, data governance","Global with US emphasis; Africa via responsible-tech and data-rights grants","Seed to Series B (when investing)","US$500k–$5m (ESTIMATE)","c. US$1.5bn+ committed since 2004 (ESTIMATE)","Few health investments; data and digital-rights organisations in Africa","Mike Kubzansky – confirm on team page","Chief Executive Officer","https://omidyar.com/","Website contact; no open pitch process","No known route","https://omidyar.com/","Unverified (prior knowledge)","Written from prior knowledge. Included per brief but current strategy is not health; low priority.","Omidyar's responsible-technology and data-governance lens could support the ethical AI and data-rights design of MaternaLink rather than the company itself.","Health-tech and maternal health sit outside Omidyar Network's current focus areas.","Only approach for a grant on responsible use of maternal data and AI fairness in LMICs, not for equity.","5","6","6","6","4","2","1","6","0","1","1","0","1","0","0"
"Skoll Foundation","Impact / DFI","Foundation (grants; impact investments via Capricorn-managed endowment and Skoll Fund)","United States","Palo Alto, CA","https://skoll.org/","https://www.linkedin.com/company/skoll-foundation/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Primarily grants to proven social entrepreneurs (Skoll Awards); some impact investing through its endowment and programme-related investments; health, pandemics and inclusive economies among issue areas","Partial – global health and health systems via awardees (e.g. Last Mile Health, Living Goods)","Not tech-specific","Global with strong Africa awardee base","Established organisations with proven impact","Awards c. US$1.5m–$2m (grants); PRIs selectively","c. US$1bn+ endowment (ESTIMATE)","Awardees such as Living Goods, Last Mile Health, mothers2mothers (maternal/child health) – grants not equity","Don Gips – confirm on team page","Chief Executive Officer","https://skoll.org/","No open applications; awardees are sourced via nomination","No known route","https://skoll.org/","Unverified (prior knowledge)","Written from prior knowledge. Essentially a grant-maker for scaled organisations; included only because brief listed it. Not an early-stage investor.","Skoll's network includes maternal-health organisations like mothers2mothers whose partnership would be more valuable than any Skoll cheque.","Skoll backs proven, scaled social entrepreneurs and does not invest in pre-seed companies.","Use Skoll only as a network map for maternal-health implementing partners in Africa.","7","1","2","6","6","5","1","7","0","0","1","0","1","0","0"
"The Rockefeller Foundation – Innovative Finance / Programme-Related Investments","Impact / DFI","Foundation with impact-investment and catalytic-capital arm (Zero Gap, PRIs)","United States","New York","https://www.rockefellerfoundation.org/","https://www.linkedin.com/company/rockefeller-foundation/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Grants plus catalytic investments (PRIs, guarantees, fund anchors) in health, food, energy and innovative finance; Zero Gap portfolio for blended-finance vehicles","Yes – health initiative (pandemic prevention, data for health, community health workers)","Data platforms and financing structures rather than app-level start-ups","Global, incl. Africa (Nairobi office)","Fund and vehicle level; rarely direct early-stage","US$1m–$25m into funds/vehicles (ESTIMATE)","c. US$6bn endowment (ESTIMATE)","Anchor investor in blended-finance and health-data initiatives","Rajiv Shah – confirm on team page","President","https://www.rockefellerfoundation.org/","Website contact; investments originate from programme teams","No known route","https://www.rockefellerfoundation.org/","Unverified (prior knowledge)","Written from prior knowledge. PRIs go to funds and structures, not pre-seed companies.","Rockefeller's health-data and community-health-worker priorities align with MaternaLink's care-coordination model in Nigeria at a systems level.","The foundation invests at vehicle or fund level and has no mechanism for a sub-£1m company round.","Keep for future blended-finance structuring of a state-level maternal programme rather than for company equity.","9","2","2","6","7","5","1","8","0","1","1","0","1","0","0"
"elea Foundation for Ethics in Globalization","Impact / DFI","Swiss philanthropic impact investor (equity into early-stage social enterprises)","Switzerland","Zurich","https://elea.org/","https://www.linkedin.com/company/elea-foundation-for-ethics-in-globalization/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Philanthropic impact investing (equity, convertibles) in early-stage enterprises fighting absolute poverty: employability and skills, informal retail, global value chains, digital solutions; active partnership model","Limited – health not a core pillar, though digital-solutions and skills pillars have included health-adjacent ventures","Digital solutions for low-income populations","Africa, Asia, Latin America","Early stage (post-pilot)","CHF 200k–1m (ESTIMATE)","Not disclosed; philanthropic capital","African digital and skills enterprises (e.g. Dharma Life, Angaza-type ventures)","Peter Wuffli – confirm on team page","Founder and Chairman","https://elea.org/","Contact form on elea.org","No known route","https://elea.org/","Unverified (prior knowledge)","Written from prior knowledge. The e-learning arm of Vytalix (skills/employability) may fit better than MaternaLink.","elea writes small early-stage equity tickets into African digital enterprises, and Vytalix's e-learning/skills strand could meet its employability thesis.","Health is not an elea pillar and the venture has no African operations or pilot evidence yet.","If pursued, lead with a Nigerian midwife/community-health-worker e-learning product with clear income-effect metrics.","6","8","9","7","4","3","2","4","0","1","1","0","1","0","0"
"Lightrock (LGT group) – incl. legacy Impact Ventures UK","Impact / DFI","Global impact growth investor (Europe, Africa, India, LatAm); absorbed LGT Venture Philanthropy's Impact Ventures UK fund","United Kingdom","London","https://www.lightrock.com/","https://www.linkedin.com/company/lightrock/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Growth equity for purpose-driven companies in healthcare, education, fintech, climate; Series A to growth; Lightrock Africa fund; Impact Ventures UK (2013) was an earlier LGT vehicle for UK social businesses","Yes – healthcare is a core theme (digital health, care delivery, health insurance in Africa and India)","Tech-enabled platforms","Europe (incl. UK), Africa, India, Latin America","Series A/B and growth","US$10m–$50m (ESTIMATE)","c. US$3bn+ AUM (ESTIMATE)","African and Indian health platforms (e.g. health insurance/telehealth companies); UK impact businesses via legacy Impact Ventures UK","Pål Erik Sjåtil – confirm on team page","Chief Executive Officer and Managing Partner","https://www.lightrock.com/","Contact form on lightrock.com; London office","Possible – via LGT Venture Philanthropy network","https://www.lightrock.com/","Unverified (prior knowledge)","Written from prior knowledge. Impact Ventures UK is no longer an active separate fund (TO VALIDATE); Lightrock is growth-stage only.","Lightrock is a London-headquartered impact investor with African health platforms in portfolio, a natural Series B partner once MaternaLink scales across states.","Lightrock's cheques start at Series A/B and it will not engage with a pre-formation company.","Track as a growth-stage target; cite its African health portfolio when describing the exit/follow-on landscape to seed investors.","12","2","2","9","8","5","2","8","0","1","1","0","1","1","0"
"Bamboo Capital Partners","Impact / DFI","Emerging-market impact fund manager (health, fintech, energy funds incl. HEAL/health facilities)","Luxembourg","Luxembourg","https://bamboocp.com/","https://www.linkedin.com/company/bamboo-capital-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Manages impact funds for third parties: BLOC (Smart Impact Bond), ABC Fund (agri), health-focused vehicles, fintech, energy; equity and debt into growth-stage companies in Africa, Asia, LatAm","Yes – healthcare is a named sector (health facilities and health-tech vehicles)","Fintech and tech-enabled services","Africa, Asia, Latin America","Seed to growth depending on vehicle","US$500k–$5m (ESTIMATE)","c. US$500m+ AUM (ESTIMATE)","African health and fintech companies via managed funds","Jean-Philippe de Schrevel – confirm on team page","Founder and Managing Partner","https://bamboocp.com/","Contact form on bamboocp.com","No known route","https://bamboocp.com/","Unverified (prior knowledge)","Written from prior knowledge. Vehicle-specific mandates – check whether any current fund targets health-tech at seed.","Bamboo runs health-focused impact vehicles in Africa and could be a seed/Series A lead for MaternaLink's Nigerian entity.","Bamboo's vehicles typically back revenue-generating companies and it will question a UK-domiciled team's on-the-ground capacity in Nigeria.","Approach once a Nigerian pilot is contracted, presenting a state-government revenue line and a local operating team.","11","6","8","7","6","5","2","6","0","1","1","0","1","0","0"
