"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Angels Invest Wales","Angel Network","Wales-wide angel network operated by the Development Bank of Wales group (co-investment with Wales Angel Co-investment Fund)","United Kingdom","Cardiff","https://developmentbank.wales/other-services/angels-invest-wales","https://www.linkedin.com/company/angels-invest-wales/","","0800 587 4140","","https://developmentbank.wales/contact-us","VERIFIED 2026-09-07 (source in phone_source_url) – Development Bank of Wales main enquiry line (Mon-Fri 8.30-17.00)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://developmentbank.wales/contact-angels-invest-wales","Connects Welsh businesses seeking equity with registered angels and syndicates; angels can be matched with Development Bank co-investment funds","Partial - life sciences and health-tech are a Welsh priority sector (MediWales cluster)","Software, digital health, life sciences","Wales","Pre-seed and Seed","GBP 50k-500k from angels, potentially matched by Development Bank of Wales co-investment (ESTIMATE)","Network launched May 2018; co-investment fund size TO VALIDATE","Welsh early-stage companies (TO VALIDATE on official site)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Enquiry form at https://developmentbank.wales/contact-angels-invest-wales or phone 0800 587 4140","Possible – via MediWales / Life Sciences Hub Wales ecosystem","https://developmentbank.wales/contact-angels-invest-wales;https://developmentbank.wales/other-services/angels-invest-wales/about;https://developmentbank.wales/contact-us;https://mediwales.com/members/development-bank-wales/","2026-09-07","Requires a Wales-based business; the Development Bank itself is already recorded in file 02 – this row is the angel network only.","Angels Invest Wales pairs private angels with Development Bank co-investment, so a Wales-registered Vytalix could double a small SEIS round from one process.","The network only serves businesses based in or relocating to Wales, and Vytalix has no Welsh footprint.","Consider only if Vytalix registers in Wales; then pitch MaternaLink (in development) as a maternity care-coordination tool aligned with NHS Wales digital priorities plus advisory revenue.","11","14","13","10","6","4","4","5","1","2","0","0","1","1","1"
"Wealth Club","Angel Network","Non-advisory investment platform for experienced investors offering EIS/SEIS funds and single-company EIS deals","United Kingdom","Bristol","https://www.wealthclub.co.uk/","https://www.linkedin.com/company/wealth-club-ltd/","","0117 929 0511","","https://www.wealthclub.co.uk/contact-us/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","enquiries@wealthclub.co.uk","https://www.wealthclub.co.uk/contact-us/","Distributes tax-efficient investments (VCT, EIS, SEIS, IHT) and curated single-company EIS/SEIS deals to high-net-worth investors","Low to partial - single-company deals are sector-agnostic; some health-tech offers historically","Generalist","United Kingdom","Seed to growth (single-company deals usually with traction)","Single-company raises typically GBP 1m-5m aggregated from platform investors (ESTIMATE)","Large retail HNW platform; AUM not stated in results (TO VALIDATE)","Single-company EIS offers listed on official site (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Email enquiries@wealthclub.co.uk or phone 0117 929 0511 (general line; deal origination is selective)","No known route","https://www.wealthclub.co.uk/contact-us/;https://www.wealthclub.co.uk/;https://eisa.org.uk/eis_member_company/wealth-club-ltd/","2026-09-07","A distribution platform rather than a network of engaged angels; single-company deals are typically for later-stage EIS companies. Low fit for pre-formation.","Wealth Club can aggregate EIS-eligible retail capital for a single-company raise once Vytalix has revenue and a track record.","Wealth Club's single-company deals are curated for established, revenue-generating EIS companies and Vytalix is pre-incorporation with no product in production.","Park for a future seed-plus round; at that point present audited advisory revenue and a MaternaLink pilot as the basis for an EIS single-company offer.","7","5","6","10","2","2","3","3","3","1","0","1","1","0","1"
"Dorset Business Angels","Angel Network","Regional business angel network for Dorset and the South Coast (Dorset Business Angels Network Limited)","United Kingdom","Christchurch","https://dorsetbusinessangels.co.uk/","https://www.linkedin.com/company/dorset-business-angels","","01305 247202","","https://dorsetbusinessangels.co.uk/contact-us","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","contact@dorsetbusinessangels.co.uk","https://dorsetbusinessangels.co.uk/contact-us","Early-stage businesses pitching at quarterly member events; sector-agnostic; SEIS/EIS","Low to partial - generalist regional network","Generalist; software and digital","Dorset, Hampshire and wider South of England","Pre-seed and Seed","GBP 50k-250k per round from members (ESTIMATE)","Member network; no pooled fund (TO VALIDATE)","South Coast early-stage companies (TO VALIDATE on official site)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Email contact@dorsetbusinessangels.co.uk or phone 01305 247202; pitch application via https://dorsetbusinessangels.co.uk/contact-us","No known route","https://dorsetbusinessangels.co.uk/contact-us;https://dorsetbusinessangels.co.uk/about-dorset-business-angels;https://find-and-update.company-information.service.gov.uk/company/08051839","2026-09-07","Companies House record exists (no. 08051839). Small tickets; regional preference but accepts pitches from further afield.","Dorset Business Angels is an easy-to-reach pre-seed network with a published phone and email that accepts pitches from outside the county for SEIS-sized rounds.","Members are generalist regional investors unlikely to underwrite a health-tech company with no clinical partner or clear product ownership.","Pitch the near-term advisory/consulting cash business with MaternaLink (in development) as upside, and lead with SEIS tax relief and a credible 12-month milestone plan.","8","14","12","10","3","2","5","3","3","2","0","1","1","0","1"
"Investing Women Angels","Angel Network","Scotland-based, women-led angel investment group (all-female angel syndicate)","United Kingdom","Edinburgh","https://www.investingwomen.co.uk/","https://www.linkedin.com/company/investing-women/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.investingwomen.co.uk/","Seed investments in Scottish and UK companies, with an emphasis on female-founded and female-led businesses; runs the AccelerateHER programme","Partial - health, wellbeing and femtech deals feature regularly","Software, health-tech, consumer","Scotland, wider UK","Pre-seed and Seed","GBP 50k-300k per round from the syndicate (ESTIMATE); co-invests with Scottish Enterprise co-investment fund","Angel group investing personal capital; no pooled fund (TO VALIDATE)","Scottish female-led start-ups incl. health and wellbeing (TO VALIDATE on official site)","Jackie Waring – confirm on team page","Founder and CEO – confirm on team page","https://www.investingwomen.co.uk/","Application form on official website / AccelerateHER programme entry (verify current route)","Possible – via AccelerateHER alumni or Scottish Enterprise advisers","https://www.investingwomen.co.uk/","Unverified (prior knowledge)","Preference for female founders; Scottish base preferred for Scottish Enterprise co-investment. Prior-knowledge record; verify on official site.","Investing Women Angels backs pre-seed female-led health and wellbeing companies and can bring Scottish Enterprise co-investment, which suits a women's-health platform with a female co-founder.","The group prioritises female-led, Scotland-connected companies and Vytalix currently evidences neither.","If a female co-founder joins, enter AccelerateHER and pitch MaternaLink (in development) as a maternal care-coordination platform targeting NHS Scotland and Africa.","12","14","12","10","5","7","3","5","0","1","1","0","1","1","0"
"Mint Ventures","Angel Network","Women-led angel investment group in Scotland investing in early-stage companies","United Kingdom","Glasgow","https://www.mintventures.co.uk/","https://www.linkedin.com/company/mint-ventures-ltd/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.mintventures.co.uk/","Early-stage investments across sectors with a strong interest in female-founded and diverse teams; SEIS/EIS; Scottish Enterprise co-investment partner","Partial - health and wellbeing companies appear among investments","Software, consumer, health-tech","Scotland, wider UK","Pre-seed and Seed","GBP 25k-250k per round (ESTIMATE)","Angel group investing members' capital; no pooled fund (TO VALIDATE)","Scottish early-stage companies (TO VALIDATE on official site)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Founder enquiry form on official website (verify current route)","Possible – via Scottish angel ecosystem (LINC Scotland members)","https://www.mintventures.co.uk/","Unverified (prior knowledge)","Small tickets, diversity-focused. Prior-knowledge record; verify on official site.","Mint Ventures writes small pre-seed cheques into diverse founding teams and co-invests with Scottish public funds, a match for a Black-founder-led maternal-health company.","Mint Ventures' investors prefer Scottish-based companies and typically follow a lead angel rather than lead a first round themselves.","Approach as a co-investor once a Scottish or UK lead angel is secured, emphasising the founder's lived-experience mission on Black maternal-health outcomes.","10","14","11","10","4","5","3","4","0","1","0","0","1","1","0"
"UCL Technology Fund","University / Institutional Fund","University College London technology fund managed by AlbionVC with UCL Business (UCLB)","United Kingdom","London","https://ucltf.co.uk/","https://uk.linkedin.com/company/ucl-technology-fund","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","info@ucltf.co.uk","https://ucltf.co.uk/about-us/","Pre-seed to Series A investment in companies and projects arising from UCL research, including life sciences, health-tech and physical sciences","Yes - a large share of the portfolio is therapeutics, medtech and digital health (UCL / UCLH ecosystem)","AI, medtech, therapeutics, software","London (UCL-affiliated IP and founders)","Pre-seed, Seed and Series A","GBP 250k-2m initial (ESTIMATE)","Fund II backed by British Patient Capital; size not stated in results (TO VALIDATE)","UCL health spin-outs (TO VALIDATE on official portfolio)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Email info@ucltf.co.uk; UCL researchers route via their UCLB Business Manager","Possible – via a UCL clinical academic (e.g. UCL Institute for Women's Health) joining as adviser","https://ucltf.co.uk/about-us/;https://ucltf.co.uk/contact/;https://www.uclb.com/our-services/access-our-funds/;https://albion.capital/institutional-funds/ucl-tech-funds/;https://find-and-update.company-information.service.gov.uk/company/LP017126","2026-09-07","Invests only in UCL-derived IP/companies; AlbionVC (in file 01) is the manager. No phone surfaced.","UCLTF sits next to UCL's Institute for Women's Health and UCLH, so a MaternaLink research collaboration with UCL could unlock both clinical validation and a natural seed investor.","UCLTF only funds companies built on UCL research or founded by UCL staff/students, which Vytalix is not.","Pursue a research partnership with a UCL maternal-health group first; only then present MaternaLink's v3 AI risk-stratification track as UCL-linked IP eligible for UCLTF.","16","13","11","10","10","6","2","8","0","1","0","1","1","1","1"
"HBAN (Halo Business Angel Network, Ireland)","Angel Network","All-island Irish angel network funded by Enterprise Ireland and InterTradeIreland, operated by Dogpatch Labs and Ormeau Baths","Ireland","Dublin","https://www.hban.org/","https://www.linkedin.com/company/hban/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","info@hban.org","https://intertradeireland.com/funding/business-angel-funding/halo-business-angel-network","Matches early-stage companies with regional angel syndicates across the island of Ireland; sector-agnostic with medtech and software syndicates","Partial - HBAN has run a dedicated MedTech syndicate historically","Software, medtech, AI","Ireland and Northern Ireland","Pre-seed and Seed","EUR 100k-1m per round from syndicates (ESTIMATE)","Network; syndicates invest members' capital (TO VALIDATE)","Irish early-stage medtech and software companies (TO VALIDATE on official site)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Apply to pitch at https://www.hban.org/apply-pitch or email info@hban.org","Possible – via Northern Ireland Halo (already in CRM) or Dogpatch Labs","https://www.hban.org/apply-pitch;https://www.hban.org/contact;https://www.hban.org/team;https://intertradeireland.com/funding/business-angel-funding/halo-business-angel-network;https://www.enterprise-ireland.com/en/news/enterprise-ireland-and-intertradeireland-launch-next-generation-halo-business-angel-network-hban-2-0-under-new-operator-dogpatch-labs","2026-09-07","Distinct from Halo Business Angel Network (Northern Ireland) already recorded. Companies normally need an Irish presence or Enterprise Ireland eligibility.","HBAN's medtech-aware syndicates fund pre-seed companies at Vytalix's ticket size and its Enterprise Ireland linkage brings structured investor-readiness support.","HBAN prioritises companies based on the island of Ireland, so a UK/Nigeria-focused Vytalix would be outside its remit without an Irish entity.","Only pursue if Vytalix sets up an Irish subsidiary or wins an Irish clinical partner; otherwise use for market intelligence via the NI Halo relationship.","11","14","12","7","4","3","4","5","0","2","0","1","1","1","1"
"Angel Investment Network","Angel Network","Online angel-matching platform connecting entrepreneurs with registered angel investors (global, UK-headquartered)","United Kingdom","London (Twickenham)","https://www.angelinvestmentnetwork.co.uk/","https://uk.linkedin.com/company/angel-investment-network","","","","","PHONE NOT PUBLICLY AVAILABLE (only a mobile number surfaced in results; excluded per schema)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.angelinvestmentnetwork.co.uk/contact","Marketplace where founders list pitches for a fee and investors browse; sector-agnostic; also offers a brokerage/introduction service","Low - generalist marketplace, health-tech listings are common but uncurated","Generalist","Global, UK core; separate Nigeria/Africa country sites","Pre-seed and Seed","Individual angel cheques GBP 10k-100k (ESTIMATE)","Claims 1.9m+ users across 40 networks (per official site)","Not applicable - listings marketplace","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Founder listing via https://www.angelinvestmentnetwork.co.uk/ (paid) or contact form at /contact","No known route","https://www.angelinvestmentnetwork.co.uk/;https://www.angelinvestmentnetwork.co.uk/contact;https://www.angelinvestmentnetwork.co.uk/company-info;https://find-and-update.company-information.service.gov.uk/company/05195854","2026-09-07","Pay-to-list marketplace; useful for volume of cold investor reach, including a Nigerian site, but low curation and conversion. Companies House no. 05195854.","Angel Investment Network gives a pre-formation company immediate, low-cost visibility to thousands of UK and Nigerian angels without needing a warm introduction.","Investors on the platform expect a company, a deck and SEIS assurance, and a listing with no incorporated entity or clear IP ownership will attract little serious interest.","List only after incorporation and SEIS advance assurance, using the UK and Nigeria sites in parallel and leading with the advisory revenue plan and MaternaLink (in development).","7","13","10","10","2","2","5","2","0","2","0","0","1","0","1"
"Lagos Angel Network (LAN)","Angel Network","Nigeria's leading business angel network; accredited angel group with 110+ members","Nigeria","Lagos","https://lagosangelnetwork.net/","https://ng.linkedin.com/company/lagos-angel-network","","","","","PHONE NOT PUBLICLY AVAILABLE (only a partially masked number surfaced; excluded)","NOT PUBLICLY AVAILABLE","secretariat@lagosangelnetwork.net","https://www.lagosangelnetwork.net/founders/","Early-stage Nigerian and African start-ups across technology, finance, healthcare and agriculture; deals from NGN 500k to NGN 50m plus mentoring","Partial - healthcare is one of the four sectors named in member expertise","Software, fintech, health-tech","Nigeria and wider Africa","Pre-seed and Seed","NGN 500k-50m per deal (per official founders page); syndicated larger rounds occasionally","110+ active members investing personal capital; backed Paystack, Flutterwave, Andela (per official site)","Paystack, Flutterwave, Andela (per official site); health-tech investments TO VALIDATE","Tomi Davies – confirm on team page","Co-founder (also founder of ABAN) – confirm on team page","https://lagosangelnetwork.net/","Founder application form at https://www.lagosangelnetwork.net/founders/ or email secretariat@lagosangelnetwork.net","Possible – via Nigerian ecosystem contacts from the Ekiti State discussions / David Agunede network (TO VALIDATE)","https://lagosangelnetwork.net/;https://www.lagosangelnetwork.net/founders/;https://www.lagosangelnetwork.net/community/;https://gust.com/organizations/lagos-angel-network-lan","2026-09-07","Tickets are small in GBP terms; strongest value is local credibility and government/ecosystem access in Nigeria. Decision-maker name from prior knowledge – confirm.","LAN's members include Nigerian healthcare and public-sector-connected angels who could validate MaternaLink's Nigeria go-to-market and open doors to state ministries beyond Ekiti.","LAN backs Nigerian-domiciled ventures with local founders and traction, and Vytalix's Nigeria activity is an unsigned proposal in a state already served by mDoc's funded programme.","Present a Nigeria-registered MaternaLink entity (once ownership with David Agunede is resolved) seeking a small angel round to pilot care-coordination with one state, differentiated from mDoc's coaching model.","11","14","8","8","9","7","4","6","0","2","1","1","1","1","1"
"Angels in MedCity","Angel Network","Health and life-science angel investment programme created by MedCity (London) with partner angel networks","United Kingdom","London","https://www.medcityhq.com/","https://www.linkedin.com/company/medcity/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.medcityhq.com/","Pitch events and angel education for early-stage life-science, medtech and digital-health companies in London and the South East","Yes - exclusively health and life sciences","Digital health, medtech, diagnostics","London and Greater South East","Pre-seed and Seed","GBP 100k-500k per round via partner angel networks (ESTIMATE)","Programme, not a fund; partner networks invest (TO VALIDATE whether the programme is still active in 2026)","Historic pitch-event alumni in digital health (TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","MedCity contact form on official website; ask whether Angels in MedCity pitch events are still running","Possible – via London health innovation bodies (Health Innovation Network South London, DigitalHealth.London)","https://www.medcityhq.com/","Unverified (prior knowledge)","STATUS TO VALIDATE: the programme was most active 2015-2020 and MedCity's structure has since changed; confirm before outreach. Prior-knowledge record.","Angels in MedCity was built specifically to teach London angels to invest in health start-ups, which is exactly the investor education gap a maternal-health platform faces at pre-seed.","The programme may no longer be running, and even when active it showcased companies with clinical advisers and early evidence that Vytalix does not yet have.","Confirm status first; if live, apply once a UK clinical adviser is on board, pitching MaternaLink (in development) as an NHS-facing maternity care-coordination tool addressing Black maternal-health inequities.","17","13","12","10","8","7","2","6","0","1","0","0","1","1","0"
"Oxford Seed Fund (Saïd Business School)","University / Institutional Fund","Student-run seed fund at the University of Oxford's Saïd Business School Entrepreneurship Centre investing in Oxford-affiliated start-ups","United Kingdom","Oxford","https://www.sbs.ox.ac.uk/research/centres-and-initiatives/entrepreneurship-centre/oxford-seed-fund","https://www.linkedin.com/company/oxford-seed-fund/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.sbs.ox.ac.uk/research/centres-and-initiatives/entrepreneurship-centre/oxford-seed-fund","Pre-seed/seed cheques into companies with a University of Oxford student, alumni or staff founder; sector-agnostic","Partial - health-tech and biotech among past investments","Software, AI, health-tech","Oxford-affiliated founders (UK)","Pre-seed and Seed","GBP 25k-100k per company (ESTIMATE)","Small evergreen fund; size TO VALIDATE","Oxford student/alumni start-ups (TO VALIDATE on official page)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Application through the Entrepreneurship Centre page (annual/termly cycles) – verify current route","Possible – only via an Oxford alumnus co-founder","https://www.sbs.ox.ac.uk/research/centres-and-initiatives/entrepreneurship-centre/oxford-seed-fund","Unverified (prior knowledge)","Very small cheques; strict Oxford affiliation. Prior-knowledge record; Oxford Science Enterprises and Parkwalk already cover Oxford spin-out capital in file 01.","Oxford Seed Fund offers a fast, small first cheque and Oxford brand credibility to pre-seed companies with an Oxford-affiliated founder.","Vytalix has no Oxford student or alumni founder, which is a hard eligibility requirement.","Relevant only if an Oxford-affiliated co-founder or MBA intern joins; then apply with MaternaLink (in development) as a maternal care-coordination venture with a global-health mission.","11","15","9","10","5","4","2","6","0","1","0","0","1","1","0"
"Odin","Angel Network","UK syndicate and SPV platform enabling angel leads to pool investors into early-stage rounds","United Kingdom","London","https://www.joinodin.com/","https://www.linkedin.com/company/joinodin/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.joinodin.com/","Infrastructure for angel syndicates and SPVs (UK/EU); hosts many sector syndicates including health-tech leads","Partial - health-tech syndicates operate on the platform","Software, AI, health-tech","United Kingdom and Europe","Pre-seed and Seed","Syndicate SPVs typically GBP 50k-500k (ESTIMATE)","Platform; not a fund (TO VALIDATE)","Not applicable - platform hosting third-party syndicates","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Founders raise via a syndicate lead on the platform; general enquiries through official website","Possible – via any angel willing to act as syndicate lead","https://www.joinodin.com/","Unverified (prior knowledge)","Odin is a tool for a lead angel to aggregate followers, not an investor that decides; value depends on finding a lead. Prior-knowledge record.","Odin lets a single committed health-tech angel pool 20-50 smaller backers into one SPV line on Vytalix's cap table, solving the messy-cap-table objection for a pre-seed round.","Odin does not source or underwrite deals; without a credible lead angel Vytalix cannot use the platform at all.","Recruit one maternal-health-motivated lead angel (e.g. a clinician-investor), then structure the SEIS round as an Odin SPV open to diaspora and NHS-linked micro-angels.","9","14","12","10","3","3","4","3","0","1","0","0","1","1","0"
"Rising Tide Africa","Angel Network","Women-led angel investment group in Nigeria (part of the global Rising Tide movement) investing in early-stage African start-ups","Nigeria","Lagos","https://risingtideafrica.com/","https://www.linkedin.com/company/rising-tide-africa/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://risingtideafrica.com/","Early-stage African companies with a preference for female founders or businesses serving women; sector-agnostic including health","Partial - health and women-focused businesses are a natural theme","Software, consumer, health-tech","Nigeria and wider Africa","Pre-seed and Seed","USD 25k-150k per deal pooled from members (ESTIMATE)","Angel group of women investors; no large pooled fund (TO VALIDATE)","Nigerian early-stage companies (TO VALIDATE on official site)","Ndidi Nwuneli – confirm on team page","Co-founder (public co-founder) – confirm on team page","https://risingtideafrica.com/","Founder application form / contact page on official website (verify current route)","Possible – via Nigerian women's-health or ecosystem contacts","https://risingtideafrica.com/","Unverified (prior knowledge)","Prior-knowledge record; verify current activity and process on official site. Strong thematic alignment with a maternal-health product.","Rising Tide Africa's women investors care specifically about businesses serving African women, making a maternal-health platform for Nigeria a natural mission fit.","The group favours Nigerian-based ventures with female founders and existing users, whereas MaternaLink's Nigerian traction is an unsigned government proposal.","Pitch a Nigeria-based MaternaLink pilot with a female clinical lead and a clear ownership structure, emphasising community-health-worker care coordination rather than AI risk scoring.","12","14","9","8","7","9","3","5","0","1","1","0","1","1","0"
"African Business Angel Network (ABAN)","Angel Network","Pan-African umbrella association of angel networks and syndicates; runs the Catalytic Africa co-investment matching programme","Mauritius (pan-African)","Port Louis / Lagos (network offices)","https://abanangels.org/","https://www.linkedin.com/company/african-business-angel-network/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://abanangels.org/","Federation of African angel networks; matches member-angel investments with donor co-funding (Catalytic Africa) and convenes the annual Africa Early Stage Investor Summit","Low to partial - sector-agnostic, but health-tech deals flow through member networks","Generalist","Africa-wide","Pre-seed and Seed","Not a direct investor; Catalytic Africa matching typically USD 20k-100k alongside member angels (ESTIMATE)","Association of 100+ member networks (TO VALIDATE)","Via member networks (TO VALIDATE)","Tomi Davies – confirm on team page","Founder / President (public role) – confirm on team page","https://abanangels.org/","Contact form on official website; founders are directed to member networks (e.g. LAN, GAIN, Cairo Angels)","Possible – via Lagos Angel Network membership","https://abanangels.org/","Unverified (prior knowledge)","ABAN itself does not write cheques; value is access to the map of African angel groups and Catalytic Africa matching. Prior-knowledge record.","ABAN is the fastest way to find which African angel networks have health-tech appetite and to unlock Catalytic Africa matching once a member angel invests in MaternaLink's Nigeria entity.","ABAN is an association, not an investor, and will redirect Vytalix to member networks that require local incorporation and traction.","Use ABAN to secure introductions to two or three health-interested member networks and to check Catalytic Africa eligibility for a Nigeria-registered MaternaLink pilot.","8","13","7","8","7","5","3","7","0","1","1","0","1","1","0"
"Cairo Angels","Angel Network","Egypt-based angel network and Cairo Angels Syndicate Fund investing in early-stage start-ups across Africa and the Middle East","Egypt","Cairo","https://www.cairoangels.com/","https://www.linkedin.com/company/cairo-angels/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.cairoangels.com/","Seed and pre-seed investments via members and the Cairo Angels Syndicate Fund (CASF); sector-agnostic with fintech, health-tech and e-commerce","Partial - health-tech deals in portfolio (TO VALIDATE)","Software, fintech, health-tech","Egypt, MENA and Africa","Pre-seed and Seed","USD 50k-250k per deal (ESTIMATE)","Cairo Angels Syndicate Fund; size TO VALIDATE","Egyptian and African early-stage companies (TO VALIDATE on official site)","Aly El Shalakany – confirm on team page","Chairman / co-founder (public role) – confirm on team page","https://www.cairoangels.com/","Founder application form on official website (verify current route)","Possible – via ABAN network","https://www.cairoangels.com/","Unverified (prior knowledge)","Egypt is not a current Vytalix target market; relevant only as a pan-African co-investor. Prior-knowledge record.","Cairo Angels' syndicate fund invests across Africa at pre-seed cheque sizes and could co-invest in a Nigeria maternal-health pilot alongside a Nigerian lead.","Cairo Angels concentrates on Egypt and MENA-facing ventures, and a UK/Nigeria company with no Egyptian angle is a stretch for its members.","Approach only as a follower once a Nigerian angel network leads, presenting MaternaLink as a pan-African maternity care-coordination platform with an Egypt expansion option.","10","14","10","6","4","4","3","4","0","1","1","0","1","1","0"
"Dazzle Angels","Angel Network","South Africa's female-focused angel investment fund and network backing women-led start-ups","South Africa","Cape Town","https://www.dazzleangels.com/","https://www.linkedin.com/company/dazzle-angels/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.dazzleangels.com/","Pre-seed and seed investments in female-founded or female-led South African and African companies; sector-agnostic","Partial - health and wellness ventures among interests","Software, consumer, health-tech","South Africa, wider Africa","Pre-seed and Seed","ZAR 500k-2m (approx. GBP 20k-90k) per deal (ESTIMATE)","Small angel fund; size TO VALIDATE","South African women-led start-ups (TO VALIDATE on official site)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Founder application form on official website (verify current route)","Possible – via ABAN or SA Business Angel Network","https://www.dazzleangels.com/","Unverified (prior knowledge)","Requires women-led team and preferably South African base; small cheques. Prior-knowledge record.","Dazzle Angels backs women-led health ventures at pre-seed and would be a mission-aligned follower if MaternaLink expands to South Africa with a female leader.","Vytalix is neither women-led nor South Africa-based, failing both of Dazzle's core criteria.","Deprioritise until a female co-founder and a South African pilot exist; then position MaternaLink as a maternal care-coordination tool for provincial health departments.","10","14","8","6","3","6","3","3","0","1","0","0","1","1","0"
"Jozi Angels","Angel Network","Johannesburg-based angel investor network and syndicate for early-stage South African start-ups","South Africa","Johannesburg","https://joziangels.co.za/","https://www.linkedin.com/company/jozi-angels/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://joziangels.co.za/","Early-stage technology companies in South Africa; members invest individually or via syndicate; sector-agnostic","Low to partial - generalist with some health-tech deals","Software, fintech, marketplaces","South Africa","Pre-seed and Seed","ZAR 500k-5m (approx. GBP 20k-220k) per round (ESTIMATE)","Member network; no large pooled fund (TO VALIDATE)","South African tech start-ups (TO VALIDATE on official site)","Abu Cassim – confirm on team page","Founder (public role) – confirm on team page","https://joziangels.co.za/","Founder application / pitch submission on official website (verify current route)","Possible – via ABAN","https://joziangels.co.za/","Unverified (prior knowledge)","South Africa is not yet a Vytalix target market. Prior-knowledge record.","Jozi Angels is an accessible pre-seed syndicate in Africa's most developed private-health market, useful if MaternaLink targets South African medical schemes later.","Members invest in South Africa-based companies with local founders, and Vytalix's Africa plan currently centres on Nigeria.","Hold for a later South Africa expansion; pitch then as a co-investment with a South African health-focused lead.","8","14","9","6","3","3","3","3","0","1","1","0","1","1","0"
