"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Cambridge Innovation Capital","Venture Capital","University-affiliated deep-tech and life-sciences VC (preferred investor to University of Cambridge)","United Kingdom","Cambridge","https://www.cic.vc/","https://www.linkedin.com/company/cambridge-innovation-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.cic.vc/","Deep tech and life sciences from the Cambridge ecosystem; seed to Series B plus Opportunity Fund","Yes - life sciences, medtech and digital health (e.g. surgical robotics, genomics, clinical software)","AI, medtech, genomics, quantum, software","Cambridge / UK","Seed, Series A, Series B (Opportunity Fund for later rounds)","£1m-£10m (ESTIMATE)","£500m+ AUM (ESTIMATE; prior knowledge)","CMR Surgical (surgical robotics), Congenica (clinical genomics software), Bicycle Therapeutics, PolyAI (prior knowledge; TO VALIDATE)","Andrew Williamson","Managing Partner (prior knowledge - confirm on team page)","https://www.cic.vc/","Website contact form at https://www.cic.vc/ (prior knowledge; TO VALIDATE)","Possible - via Cambridge University Enterprise / Cambridge Angels if MaternaLink research is anchored in Cambridge","https://www.cic.vc/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. CIC invests almost exclusively in Cambridge-ecosystem science companies.","CIC brings deep life-sciences and clinical-software credibility (Congenica, CMR) and Cambridge academic links that could anchor MaternaLink's future AI validation work.","CIC's mandate is Cambridge-ecosystem deep tech and life sciences with strong IP, so a London-based services-plus-platform group with no Cambridge affiliation falls outside scope.","Approach only if a Cambridge research collaboration (e.g. maternal-health data science) is in place, pitching the multimodal risk-scoring programme as the investable science.","14","8","8","10","8","3","2","8","0","1","1","0","1","1","0"
"Oxford Science Enterprises","Venture Capital","University-affiliated science VC (University of Oxford spinouts)","United Kingdom","Oxford","https://www.oxfordscienceenterprises.com/","https://www.linkedin.com/company/oxford-science-enterprises/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.oxfordscienceenterprises.com/","Oxford University spinouts across life sciences, health tech, deep tech and software/AI; pre-seed to growth","Yes - life sciences and health tech are core clusters (diagnostics, AI imaging, clinical workflow)","AI, medtech, diagnostics, software","Oxford / UK","Pre-seed, Seed, Series A, growth (Oxford spinouts only)","£250k-£10m+ (ESTIMATE)","c.£850m raised since 2015 (ESTIMATE; prior knowledge)","Ultromics (AI echocardiography), Perspectum (liver imaging), Navenio (NHS workflow location AI), OrganOx, Oxford Nanopore (prior knowledge; TO VALIDATE)","Ed Bussey","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.oxfordscienceenterprises.com/","Website contact form (prior knowledge; TO VALIDATE); route is via Oxford University Innovation for spinouts","Possible - only via an Oxford University research collaboration","https://www.oxfordscienceenterprises.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Invests only in University of Oxford spinouts and affiliated companies.","OSE has NHS-facing AI and workflow companies (Ultromics, Navenio) and Oxford maternal-health research (e.g. NPEU) sits nearby, so a research tie-up could make MaternaLink investable for it.","Vytalix is not an Oxford spinout, which is a hard eligibility bar irrespective of the quality of the maternal-health thesis.","Treat OSE as a partner-of-partner: secure an Oxford clinical research collaboration first, then present the MaternaLink AI track as a joint spinout-style vehicle.","15","8","9","10","9","3","2","8","0","1","1","0","1","1","0"
"Mercia Ventures (Mercia Asset Management)","Venture Capital","Regional UK VC and EIS manager (also manages British Business Bank regional funds)","United Kingdom","Henley-in-Arden / Manchester / London","https://www.mercia.co.uk/","https://www.linkedin.com/company/mercia-asset-management/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.mercia.co.uk/","UK regional early-stage and growth investing across software, digital health, life sciences, deep tech, consumer; EIS funds, VCTs and regional funds","Yes - life sciences and digital health are named sectors","Software, AI, medtech, diagnostics","United Kingdom (strong Midlands and North focus)","Seed, Series A, growth","£100k-£10m across fund types (ESTIMATE)","c.£1.8bn AUM (ESTIMATE; prior knowledge)","Life sciences and health companies such as Locate Bio and MIP Discovery (prior knowledge; digital-health names TO VALIDATE)","Julian Viggars","Chief Investment Officer (prior knowledge - confirm on team page)","https://www.mercia.co.uk/","Website enquiry form and regional offices via https://www.mercia.co.uk/ (prior knowledge; TO VALIDATE)","Possible - via regional growth hubs and university partners in the Midlands/North","https://www.mercia.co.uk/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; fields from prior knowledge. Mercia publishes office phone numbers on its site (TO VALIDATE and record with source URL). Regional funds can invest from c.£100k, which matches Vytalix's first round if based outside London.","Mercia writes small early-stage cheques through EIS and regional funds and names digital health as a sector, making it one of the few institutional options at Vytalix's ticket size.","Regional funds require the company to be located in the fund region and to show a UK commercial pathway, so a London-registered group with a Nigeria go-to-market may not qualify.","If Vytalix locates in the Midlands or North, pitch the UK-first care-coordination platform for a regional maternity system and use EIS eligibility to unlock a Mercia EIS cheque.","14","12","13","10","9","4","3","7","0","1","1","0","1","1","0"
"Northern Gritstone","Venture Capital","University spinout investor (Leeds, Manchester, Sheffield) with EIS fund via Parkwalk","United Kingdom","Manchester","https://www.northern-gritstone.com/","https://www.linkedin.com/company/northern-gritstone/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.northern-gritstone.com/","Science and IP-rich spinouts and start-ups from northern universities: health tech, advanced materials, AI, energy","Yes - health tech and life sciences named among focus areas","Deep tech, AI, medtech","North of England","Seed, Series A, follow-on","£500k-£5m (ESTIMATE)","c.£312m raised (ESTIMATE; prior knowledge); Northern Universities Venture Fund EIS with Parkwalk (2025, seen in search results)","Northern university health-tech spinouts (specific names TO VALIDATE)","Duncan Johnson","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.northern-gritstone.com/","Website contact form (prior knowledge; TO VALIDATE); route via university tech-transfer offices","Possible - via Leeds/Manchester/Sheffield university innovation teams","https://www.northern-gritstone.com/;https://parkwalkadvisors.com/2025/06/northern-universities-venture-fund-launch/;https://www.eu-startups.com/2025/06/northern-gritstone-and-parkwalk-team-up-for-new-eis-fund-will-it-deliver-the-uks-first-trillion-euro-startup/","Unverified (prior knowledge)","Only the Parkwalk partnership was seen in search results; other fields are prior knowledge. Mandate is university-linked science businesses in the North.","Northern Gritstone is relevant if MaternaLink's AI research is co-developed with a northern university (e.g. Manchester or Leeds maternal-health research groups), giving access to its EIS and main fund.","Vytalix has no northern-university affiliation or protectable science, which excludes it from Northern Gritstone's core mandate.","Build a research collaboration with a northern university maternity unit first, then pitch the data-science programme as a spinout-style opportunity with Vytalix as commercial partner.","12","8","10","9","7","3","2","7","0","1","1","0","1","1","0"
"Praetura Ventures","Venture Capital","Northern EIS and regional-fund VC (Manchester)","United Kingdom","Manchester","https://www.praeturaventures.com/","https://www.linkedin.com/company/praetura-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.praeturaventures.com/","Early-stage technology businesses in the North of England via EIS funds and British Business Bank regional funds; sector-agnostic with software, healthtech and consumer","Partial - healthtech among sectors (specific portfolio names TO VALIDATE)","SaaS, AI, digital platforms","North of England","Seed, Series A","£250k-£3m (ESTIMATE)","c.£200m+ across EIS and regional mandates (ESTIMATE; prior knowledge)","Healthtech portfolio names TO VALIDATE (prior knowledge insufficient to name reliably)","David Foreman","Co-founder and Managing Director (prior knowledge - confirm on team page)","https://www.praeturaventures.com/","Website pitch form (prior knowledge; TO VALIDATE)","Possible - via Manchester tech ecosystem (e.g. Health Innovation Manchester)","https://www.praeturaventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. 'More than money' operational support model; strong preference for northern-based companies.","Praetura's EIS and regional funds write £250k-plus cheques into northern early-stage companies, which would suit a Vytalix based in Greater Manchester where Health Innovation Manchester offers NHS pilot routes.","Praetura expects northern-based teams with early revenue or product traction, so a London-based pre-formation group would be geographically and stage-wise out of scope.","Only relevant if Vytalix locates in the North; then pitch MaternaLink as a Greater Manchester maternity pilot with the advisory arm providing early revenue cover.","10","13","13","8","6","3","3","6","0","1","1","0","1","1","0"
"Par Equity","Venture Capital","Edinburgh-based VC and EIS manager with Par Investor Network (angel co-investment)","United Kingdom","Edinburgh","https://www.parequity.com/","https://www.linkedin.com/company/par-equity/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.parequity.com/","Early-stage technology in the North of the UK (Scotland, Northern England, Northern Ireland) including healthtech, industrial tech, software","Partial - healthtech is a named sector; early backer of Current Health (remote monitoring, acquired by Best Buy) per prior knowledge","Software, medtech, AI","Scotland and North of UK","Seed, Series A","£500k-£5m (ESTIMATE)","c.£150m+ raised across funds (ESTIMATE; prior knowledge)","Current Health (remote patient monitoring; prior knowledge, TO VALIDATE), other healthtech names TO VALIDATE","Paul Munn","Managing Partner (prior knowledge - confirm on team page)","https://www.parequity.com/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via Par Investor Network angels or Scottish healthtech ecosystem","https://www.parequity.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Geographic mandate is the North of the UK.","Par Equity has a proven digital-health exit (Current Health) and combines fund money with an angel network, which suits a first institutional round of £500k-£1m.","Par invests in companies based in Scotland and the North, so a London-based Vytalix would need a northern base or Scottish clinical partner to qualify.","If a Scottish or northern NHS maternity partner is secured, pitch MaternaLink as a remote-monitoring-adjacent care-coordination platform in the Current Health lineage.","12","12","12","8","7","3","3","6","0","1","1","0","1","1","0"
"Maven Capital Partners","Venture Capital","UK regional VCT / EIS / British Business Bank regional fund manager","United Kingdom","Glasgow (offices across UK)","https://www.mavencp.com/","https://www.linkedin.com/company/maven-capital-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.mavencp.com/","UK SME and early-stage investing via VCTs, EIS and regional funds (NPIF, MEIF, Scottish funds); sectors include healthcare, software, technology","Partial - healthcare and healthtech among VCT sectors (specific names TO VALIDATE)","Software, healthtech, data","United Kingdom (regional offices)","Seed (regional funds), Series A, growth (VCT)","£100k-£10m depending on fund (ESTIMATE)","c.£800m+ AUM (ESTIMATE; prior knowledge)","Healthcare/healthtech VCT investments TO VALIDATE","Bill Nixon","Managing Partner (prior knowledge - confirm on team page)","https://www.mavencp.com/","Regional office contact forms via https://www.mavencp.com/ (prior knowledge; TO VALIDATE)","Possible - via regional growth hubs and British Business Bank regional fund networks","https://www.mavencp.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Maven publishes office phone numbers on its website (TO VALIDATE and record with source URL).","Maven's regional funds can write £100k-£500k early-stage cheques across most UK regions and its VCTs can follow on, offering a domestic path from pre-seed to growth.","Maven's VCT and regional mandates favour revenue-generating businesses with UK customers, so a pre-revenue platform with an Africa-first sales story will struggle on eligibility.","Lead with the advisory/consulting revenue line and a UK maternity pilot pipeline, presenting MaternaLink as a UK product with export upside rather than a Nigeria-first venture.","10","10","11","9","7","3","3","6","0","1","1","0","1","1","0"
"Downing Ventures","Venture Capital","EIS / VCT venture arm of Downing LLP (healthtech, enterprise software, deep tech)","United Kingdom","London","https://www.downing.co.uk/ventures","https://www.linkedin.com/company/downing-llp/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.downing.co.uk/ventures","Seed to Series A in healthtech, enterprise software and deep tech via EIS funds and VCTs","Yes - healthtech is a named vertical (e.g. surgical VR training, genomics; prior knowledge)","Digital health, AI, SaaS, deep tech","United Kingdom","Seed, Series A","£500k-£5m (ESTIMATE)","Downing group AUM c.£2bn; ventures allocation not stated (ESTIMATE; prior knowledge)","FundamentalVR (surgical simulation) and other healthtech companies (prior knowledge; TO VALIDATE)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.downing.co.uk/ventures","Website pitch form on https://www.downing.co.uk/ventures (prior knowledge; TO VALIDATE)","Possible - via Downing healthtech portfolio founders","https://www.downing.co.uk/ventures","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Downing LLP publishes a switchboard number on its site (TO VALIDATE and record with source URL).","Downing Ventures has a dedicated healthtech vertical and EIS money that can back UK seed rounds, making it a natural target once Vytalix has EIS advance assurance.","Downing will want evidence of clinical or NHS engagement and a clear software product, and will see the undocumented MaternaLink ownership as an uninvestable structure.","Present a cleaned-up cap table with MaternaLink IP assigned, an NHS-facing v1 roadmap and an EIS-qualifying £500k-£1m round with a named lead angel.","14","12","12","10","8","4","3","6","0","1","0","0","1","1","0"
"Foresight Group (Foresight Ventures)","Venture Capital","Listed alternative asset manager with VCTs and regional venture funds (incl. Foresight Williams Technology EIS)","United Kingdom","London (regional offices)","https://www.foresightgroup.eu/","https://www.linkedin.com/company/foresight-group/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.foresightgroup.eu/","UK SME growth and venture via VCTs, regional funds and technology EIS; sectors include healthcare, software, engineering","Partial - healthcare among VCT sectors (specific names TO VALIDATE)","Software, engineering, deep tech","United Kingdom (regional)","Seed (regional/EIS), Series A, growth (VCT)","£500k-£10m (ESTIMATE)","c.£12bn group AUM incl. infrastructure (ESTIMATE; prior knowledge)","Healthcare VCT investments TO VALIDATE","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.foresightgroup.eu/","Website enquiry form via https://www.foresightgroup.eu/ (prior knowledge; TO VALIDATE)","No known route","https://www.foresightgroup.eu/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Primarily a later-stage/VCT investor; early-stage exposure is via regional funds and the Williams Advanced Engineering EIS.","Foresight's regional funds and VCTs provide a UK follow-on path, and the group's scale lends credibility, but it is a secondary rather than lead target for a pre-seed maternal-health company.","Foresight's VCT rules and preference for established revenue mean a pre-revenue, pre-formation group is too early for most of its vehicles.","Approach at seed-plus with UK pilot revenue in hand, targeting a regional fund office rather than the London VCT team.","9","9","10","10","6","3","3","6","0","1","0","0","1","0","0"
"Calculus Capital","Venture Capital","EIS and VCT manager (healthcare, life sciences, technology)","United Kingdom","London","https://www.calculuscapital.com/","https://www.linkedin.com/company/calculus-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.calculuscapital.com/","UK growth-stage EIS and VCT investing in healthcare, life sciences, technology and creative industries","Yes - healthcare and life sciences are named sectors (e.g. biopharma Arecor; prior knowledge)","Life sciences, medtech, software","United Kingdom","Series A, growth (some seed)","£1m-£5m (ESTIMATE)","c.£150m+ raised across EIS/VCT (ESTIMATE; prior knowledge)","Arecor (biopharma, prior knowledge), other healthcare EIS investments TO VALIDATE","John Glencross","Chief Executive and Co-founder (prior knowledge - confirm on team page)","https://www.calculuscapital.com/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.calculuscapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Calculus typically invests in companies with revenue; pre-seed is rare.","Calculus is a UK EIS manager with an explicit healthcare focus, so it can join an EIS-qualifying round once MaternaLink has early pilot revenue.","Calculus prefers revenue-generating healthcare companies with clinical validation, so it will treat a pre-formation maternal-health platform as premature.","Position for the seed-plus round after UK pilot contracts, emphasising EIS eligibility and the advisory revenue base that reduces burn.","12","9","11","10","7","3","3","5","0","1","1","0","1","0","0"
"Molten Ventures","Venture Capital","LSE-listed Series A+ venture investor (digital health and wellness among sectors)","United Kingdom","London","https://www.moltenventures.com/","https://www.linkedin.com/company/molten-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.moltenventures.com/","Series A to growth in European tech: enterprise software, consumer, hardware/deep tech, digital health and wellness","Yes - 'digital health and wellness' is a named sector (e.g. Endomag medtech; prior knowledge)","Software, AI, medtech, deep tech","UK and Europe","Series A, Series B, growth (seed only via fund-of-funds programme)","£5m-£20m+ (ESTIMATE)","c.£1bn+ portfolio value (ESTIMATE; prior knowledge; acquired Forward Partners in 2024)","Endomag (medtech), digital-health names TO VALIDATE","Ben Wilkinson","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.moltenventures.com/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via seed funds in Molten's fund-of-funds programme (e.g. Seedcamp)","https://www.moltenventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Growth-stage investor - included for completeness with honest low stage/ticket scores. Forward Partners (a seed fund) was absorbed by Molten in 2024, so it is not listed separately.","Molten is a long-term Series A-plus partner with a digital-health sector and exposure to UK seed funds, useful as a future follow-on investor rather than a first cheque.","Molten's minimum cheque and Series A-plus stage are far beyond a pre-seed group, so it will simply be too early.","Track for Series A only; build relationships via a Molten-backed seed fund and report progress on MaternaLink pilots over time.","12","4","3","10","7","3","2","7","0","1","1","0","1","1","0"
"Hambro Perks","Venture Capital","Early-stage VC with EIS/VCT vehicles and venture-building heritage","United Kingdom","London","https://www.hambroperks.com/","https://www.linkedin.com/company/hambro-perks/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.hambroperks.com/","Seed and Series A in UK technology: fintech, healthtech, enterprise software, consumer","Partial - healthtech among sectors (specific names TO VALIDATE)","Software, AI, digital platforms","United Kingdom","Seed, Series A","£500k-£5m (ESTIMATE)","Not stated (prior knowledge insufficient)","Healthtech names TO VALIDATE","Dominic Perks","Co-founder and Chief Executive (prior knowledge - confirm on team page)","https://www.hambroperks.com/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.hambroperks.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Hambro Perks backs UK seed-stage companies across healthtech with EIS-qualifying vehicles, making it a candidate co-investor in a first institutional round.","Without a defined product and a clear owner of the MaternaLink IP, Hambro Perks will see structural risk before it evaluates the market.","Pitch after incorporation with a lead angel committed, presenting the UK care-coordination product and services cash flow as a capital-efficient path to seed metrics.","10","12","12","10","6","3","3","6","0","1","1","0","1","0","0"
"Crista Galli Ventures","Venture Capital","Healthtech-only early-stage VC (family-office backed)","United Kingdom","London","https://www.cristagalliventures.com/","https://www.linkedin.com/company/crista-galli-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.cristagalliventures.com/","Seed and Series A healthtech across UK, Europe and Denmark: digital health, AI diagnostics, medtech","Yes - healthcare-only mandate","Digital health, AI, medtech","UK, Europe, Denmark","Seed, Series A","£250k-£3m (ESTIMATE)","Evergreen family-office capital (ESTIMATE; prior knowledge)","Healthtech portfolio TO VALIDATE (prior knowledge insufficient to name reliably)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.cristagalliventures.com/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.cristagalliventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Healthcare-only mandate with clinical expertise in-house.","Crista Galli invests only in healthtech at seed, with patient, evergreen capital and clinical understanding that could tolerate MaternaLink's longer validation path.","A clinically literate investor will immediately probe the absence of clinical partners, ethics approvals and a regulatory strategy behind the 2025 AI claims.","Lead with the re-based non-diagnostic v1, an explicit UK MDR/SaMD roadmap for the AI track and a named clinical advisor, showing regulatory maturity rather than hype.","19","13","13","9","10","5","2","6","0","1","0","0","1","0","0"
"Bethnal Green Ventures","Venture Capital","Accelerator fund (tech-for-good pre-seed programme investing cash for equity)","United Kingdom","London","https://bethnalgreenventures.com/","https://www.linkedin.com/company/bethnal-green-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://bethnalgreenventures.com/","Pre-seed tech-for-good ventures in health and wellbeing, sustainable planet, better society; programme plus follow-on fund","Yes - health and wellbeing is a core theme (e.g. DrDoctor, Peppy alumni; prior knowledge)","Digital platforms, SaaS, AI for good","United Kingdom","Pre-seed (programme), seed follow-on","c.£30k-£60k for equity at programme entry, follow-ons up to a few hundred thousand (ESTIMATE)","Small impact funds backed by Better Society Capital and Nesta (prior knowledge; TO VALIDATE)","DrDoctor (NHS patient engagement), Peppy (menopause/fertility/parenthood support) - prior knowledge, TO VALIDATE","Paul Miller","Co-founder and Managing Partner (prior knowledge - confirm on team page)","https://bethnalgreenventures.com/","Programme application form on https://bethnalgreenventures.com/ (cohort intakes; prior knowledge; TO VALIDATE)","Possible - via BGV alumni founders in maternal/parental health (Peppy)","https://bethnalgreenventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; fields from prior knowledge. Cheque is small but it is one of the most accessible institutional first cheques for a mission-led health founder.","BGV is an accessible tech-for-good first investor whose health theme and Peppy/DrDoctor alumni map directly onto a maternal-health care-coordination platform.","BGV invests in dedicated founding teams inside a cohort programme, and will question whether a founder also running a property venture can commit full-time.","Apply with a full-time MaternaLink team commitment and a UK Black maternal-health equity framing, using the programme to secure an NHS pilot conversation.","14","15","9","10","9","7","4","6","0","2","1","0","1","1","0"
"Impact X Capital Partners","Venture Capital","VC backing under-represented founders across Europe (health, digital, media)","United Kingdom","London","https://www.impactxcapital.com/","https://www.linkedin.com/company/impact-x-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.impactxcapital.com/","Seed and Series A investments in under-represented (especially Black and female) founders in the UK and Europe; sectors include health, digital and media","Yes - health is a named sector (e.g. Peanut, a motherhood/women's community app; prior knowledge)","Digital platforms, consumer apps, SaaS","UK and Europe","Seed, Series A","£250k-£2m (ESTIMATE)","c.£100m target Fund I (ESTIMATE; prior knowledge)","Peanut (women's/motherhood community platform; prior knowledge, TO VALIDATE)","Eric Collins","Co-founder and Chief Executive Officer (prior knowledge - confirm on team page)","https://www.impactxcapital.com/","Website contact/pitch form (prior knowledge; TO VALIDATE)","Possible - via Black founder networks (e.g. 10x10, Black Founders Hub) connected to Impact X","https://www.impactxcapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Explicit mandate for Black and under-represented founders makes this a priority target.","Impact X exists to fund under-represented founders and has backed a motherhood platform, so a Black founder tackling Black maternal-health disparities is squarely on thesis.","Impact X will still require venture-scale economics and will challenge the £300-per-woman Nigeria pricing and the missing UK clinical partner.","Frame Vytalix as a UK-first maternal-equity company with government-market optionality in Africa, backed by a costed pilot and an IP-clean structure.","12","12","13","10","10","8","3","7","0","1","1","0","1","1","0"
"Cornerstone VC","Venture Capital","Pre-seed / seed VC backing diverse founding teams in the UK","United Kingdom","London","https://www.cornerstonevc.co.uk/","https://www.linkedin.com/company/cornerstone-vc/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.cornerstonevc.co.uk/","Pre-seed and seed technology companies with diverse founding teams; sector-agnostic including health, fintech, SaaS","Partial - health among sectors (specific names TO VALIDATE)","Software, digital platforms, AI","United Kingdom","Pre-seed, Seed","£250k-£1m (ESTIMATE)","c.£20m Fund I (ESTIMATE; prior knowledge)","Health names TO VALIDATE","Rodney Appiah","Co-founder and Managing Partner (prior knowledge - confirm on team page)","https://www.cornerstonevc.co.uk/","Website pitch form (prior knowledge; TO VALIDATE)","Possible - via Black and diverse founder networks in London","https://www.cornerstonevc.co.uk/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Cornerstone writes true pre-seed cheques into diverse UK founding teams, matching both Vytalix's stage and the founder's profile.","Cornerstone will look for a full-time, complementary founding team with technical ownership, which the current founder-plus-external-'Maternal Link CEO' arrangement does not evidence.","Formalise the team (technical co-founder, clinical advisor, IP assignment) and pitch a £500k pre-seed to reach a UK maternity pilot and SEIS/EIS-qualifying milestones.","11","15","14","10","8","6","3","6","0","1","1","0","1","1","0"
"Fuel Ventures","Venture Capital","SEIS/EIS pre-seed and seed fund (marketplaces, platforms, SaaS)","United Kingdom","London","https://fuel.ventures/","https://www.linkedin.com/company/fuel-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://fuel.ventures/","Pre-seed to Series A in UK marketplaces, platforms and software via SEIS/EIS and scale-up funds","Low - sector-agnostic software; limited health exposure","SaaS, marketplaces, digital platforms","United Kingdom","Pre-seed, Seed, Series A","£150k-£1m initial (ESTIMATE)","c.£150m+ across funds (ESTIMATE; prior knowledge)","Mostly non-health software (e.g. Paddle, Moteefe - prior knowledge); health names TO VALIDATE","Mark Pearson","Founder and Managing Partner (prior knowledge - confirm on team page)","https://fuel.ventures/","Online pitch application on https://fuel.ventures/ (prior knowledge; TO VALIDATE)","No known route","https://fuel.ventures/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. High-volume SEIS/EIS investor with open applications.","Fuel's open-application SEIS/EIS model writes £150k-plus first cheques into UK platforms, which fits Vytalix's ticket even if health is not its speciality.","Fuel prefers marketplace and SaaS models with fast commercial traction, and will find a maternal-health platform's NHS and government sales cycles too slow.","Pitch the SaaS mechanics - per-trust subscription, care-coordination workflow, quick pilot conversion - and the SEIS/EIS tax position, keeping clinical AI claims out of the deck.","7","15","15","10","4","2","4","5","0","2","1","0","1","0","0"
