"Investor ID","Investor / Organisation","Investor Type","Subcategory","Country","City","Official Website","LinkedIn","Professional Phone Number (best)","Investment Contact Phone","General Office Phone","Investor Relations Phone","Phone Verification Status","Phone Source","Investment Email","General Email","Email Source","Investment Focus","Healthcare Focus","Technology Focus","Geography Focus","Investment Stage","Typical Ticket","Fund Size / Assets","Relevant Portfolio","Vytalix Fit (Sector /20)","Stage Fit /15","Ticket Fit /15","Geographic Fit /10","Strategic Value /15","MaternaLink Fit /10","Accessibility /5","Network Value /10","VYTALIX INVESTOR FIT SCORE /100","CONTACTABILITY SCORE /10","Investment Probability","Overall Score","Tier","Priority","Relevant Decision Maker","Decision Maker Role","Decision Maker Source","Contact Route","Warm Intro Possibility","Source","Last Verified","CRM Status","Next Action","Why Investor for Vytalix","Likely Objection","Recommended Pitch Angle","Notes","Research Batch"
"VX-064","EchoVC Partners","Venture Capital","Africa seed/early-stage VC (Lagos)","Nigeria","Lagos","https://www.echovc.com","https://www.linkedin.com/company/echovc-partners","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and early-stage technology companies in Africa and underserved markets; runs the EchoVC Eco pre-seed fund (prior knowledge)","Health-tech has been in scope; specific health investees – TO VALIDATE","Software, fintech, AI, agritech","Pan-African with Nigeria emphasis","Pre-seed to Series A","US$100k–US$1m (ESTIMATE, prior knowledge)","Not publicly disclosed (prior knowledge)","Nigerian early-stage tech companies – TO VALIDATE","11","13","12","8","9","5","2","7","67","5","Medium","64","B","B-Tier (65–79): targeted relationship development","Eghosa Omoigui – confirm on team page","Founder & Managing General Partner","https://www.echovc.com","Website contact page; LinkedIn to managing general partner","Possible – via Lagos founder network","https://www.echovc.com","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","A Lagos-based early-stage investor with a pre-seed vehicle, which can validate and fund MaternaLink's Nigeria track close to the Ekiti conversations.","EchoVC will want a Nigerian company with a full-time local team and evidence the Ekiti proposal is live, given mDoc's incumbent programme in the state.","Lead with differentiation from mDoc (care coordination and referral workflow rather than coaching) and a Nigerian operating entity, then ask for a pre-seed cheque.","Founder is a prominent Lagos VC voice; prior-knowledge record.","04b_africa_em_vc_topup.csv"
"VX-065","SFC Capital","Venture Capital","SEIS/EIS seed fund and angel syndicate (UK's most active seed investor)","United Kingdom","London","https://sfccapital.com/","https://www.linkedin.com/company/sfc-capital/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://sfccapital.com/","Sector-agnostic SEIS/EIS seed investing in UK start-ups, hundreds of companies backed; includes healthtech","Partial - healthtech among a large sector-agnostic portfolio (names TO VALIDATE)","Software, AI, consumer, deep tech","United Kingdom","Pre-seed, Seed","£100k-£300k initial via SEIS/EIS funds and angel syndicate (ESTIMATE)","400+ portfolio companies; fund sizes not stated (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","9","15","15","10","5","3","5","5","67","5","Medium","64","B","B-Tier (65–79): targeted relationship development","Stephen Page","Founder and Chief Executive (prior knowledge - confirm on team page)","https://sfccapital.com/","Online application form on https://sfccapital.com/ (open to all UK SEIS-eligible start-ups; prior knowledge; TO VALIDATE)","Possible - via SFC angel syndicate members","https://sfccapital.com/","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","SFC is the highest-volume SEIS investor in the UK with an open application route, so it is the most accessible institutional first cheque once Vytalix has SEIS advance assurance.","SFC will require a UK-incorporated, SEIS-eligible company with a full-time team, and may find the Nigeria government-sales model at odds with SEIS trading-activity rules.","Incorporate, secure SEIS advance assurance and apply with a UK-centred plan (advisory revenue plus MaternaLink UK pilot), requesting £150k-£250k as part of a wider angel round.","Search budget exhausted before this fund could be checked; fields from prior knowledge. Requires SEIS/EIS advance assurance and UK incorporation - both priority actions in FACTS_BASE.","01_uk_health_vc.csv"
"VX-066","Founders Factory","Venture Capital","Accelerator fund / venture studio investing cash plus programme for equity (corporate-partner model)","United Kingdom","London","https://foundersfactory.com","https://www.linkedin.com/company/founders-factory/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://foundersfactory.com (applications via online form)","Accelerator and venture-studio programmes run with corporate partners across sectors (fintech, health, climate, retail, AI, deep tech); invests cash plus operational support for equity; also runs sector studios and, in some periods, a dedicated healthcare programme with partners","Health has been a programme sector via corporate partnerships (historically with health and insurance partners; current health programme TO VALIDATE)","Software, AI, consumer and B2B platforms","United Kingdom and Europe, with hubs in Africa (Johannesburg, via Founders Factory Africa – now a separate entity), New York and Milan","Pre-seed (accelerator), venture studio (idea stage)","Accelerator cash c.£100k–£150k plus programme services for equity (typically 4–7%) (ESTIMATE – confirm current terms)","Backed by corporate partners; 300+ companies created or accelerated (ESTIMATE)","Health-tech alumni exist across programmes (names TO VALIDATE); Founders Factory Africa previously ran health-tech cohorts with Netcare (now independent)","10","14","11","9","9","3","4","6","66","5","Medium","64","B","B-Tier (65–79): targeted relationship development","Henry Lane Fox","Co-founder and CEO – confirm on team page","https://foundersfactory.com","Online application form on https://foundersfactory.com (programme-specific intake windows)","Possible – via Founders Factory alumni or corporate-partner innovation teams","https://foundersfactory.com","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","A pre-seed cash-plus-build partner that can supply the product, design and go-to-market team Vytalix currently lacks around a solo founder.","No active health-sector corporate partner in the current programme line-up, and the unresolved MaternaLink IP ownership complicates a studio-style equity deal.","Apply to the AI or health programme with the founder's advisory revenue as validation, offering MaternaLink v1 as a build-ready spec.","Meets the SCHEMA rule for accelerators (invests cash for equity). Terms and open programmes change frequently – confirm on site before applying.","02_uk_generalist_ai_vc.csv"
"VX-067","Norrsken VC","Venture Capital","Impact VC (Europe) – sister fund Norrsken22 invests in Africa","Sweden","Stockholm","https://www.norrskenvc.com/","https://www.linkedin.com/company/norrsken-vc/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact-driven early-stage tech companies in Europe addressing SDGs (health, climate, education, financial inclusion); Norrsken22 (separate fund) invests in African growth-stage tech","Partial – health is one of several SDG-aligned themes","Software, AI, digital health","Europe (incl. UK) for Norrsken VC; Africa for Norrsken22","Seed and Series A (Norrsken VC); Series A/B (Norrsken22)","€500k–€5m (ESTIMATE)","Norrsken VC Fund II €320m (2023) – TO VALIDATE","Impact health-tech companies in Europe; Norrsken22 African portfolio (names TO VALIDATE)","12","11","9","8","9","6","3","8","66","5","Medium","64","B","B-Tier (65–79): targeted relationship development","Agate Freimane","General Partner – confirm on team page","https://www.norrskenvc.com/","Pitch form at norrskenvc.com; LinkedIn to GP; Norrsken House events (Stockholm, Kigali, Barcelona)","Possible – via Norrsken House Kigali or Norrsken Foundation community","","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Norrsken's impact mandate covers health equity and its Africa sister fund gives credibility on the Nigeria expansion story.","Norrsken VC's cheque size and measurable-impact bar exceed what a pre-formation company can evidence.","Pitch MaternaLink as an SDG-3 impact venture with a defined impact metric (maternal complications detected/escalated) and ask for a Norrsken House community connection now.","Prior knowledge; not checked this session. Norrsken22 is a separate fund (growth-stage Africa) – treat as network rather than pre-seed capital.","03_eu_us_health_vc.csv"
"VX-068","Portfolia FemTech Fund","Venture Capital","Investor-network fund series (women investors) – FemTech and Women's Health funds","United States","San Mateo, CA","https://www.portfolia.co/","https://www.linkedin.com/company/portfolia","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.portfolia.co/funds-overview","Series of themed venture funds backed by thousands of women LPs; FemTech Fund(s) invest in technologies, products and services improving women's health across the life course; also Active Aging & Longevity, Rising America and other funds","Yes – FemTech / women's-health funds; other funds partly health-related","Digital health, medtech, consumer health, diagnostics","United States primarily; occasional international","Seed to Series B (typically Series A)","ESTIMATE $250k–$1m per company","FemTech Fund I and II each in the ~$10m–$20m range (ESTIMATE; TO VALIDATE)","Women's-health companies across fertility, menopause, pelvic health and maternal care (see https://www.portfolia.co/closed-funds)","16","9","11","4","7","9","3","6","65","6","Medium","64","B","B-Tier (65–79): targeted relationship development","Trish Costello","Founder & CEO – confirm on team page","https://www.portfolia.co/our-story","Web contact form on portfolia.co (entrepreneur submission); LinkedIn to fund leads","Possible – via a Portfolia LP (women investors network) or portfolio founder","https://www.portfolia.co/funds-overview;https://www.portfolia.co/closed-funds;https://www.portfolia.co/our-story;https://www.portfolia.co/;https://www.linkedin.com/company/portfolia","2026-09-07","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Portfolia's FemTech funds are purpose-built for women's-health ventures and its LP base of women investors values maternal-equity missions.","Portfolia funds typically enter at Series A with US traction, and Vytalix has no product in market or revenue.","Ask to join the pipeline for a future FemTech fund and use its LP network for angel interest, presenting MaternaLink as a UK-validated maternal-care platform.","Search results referenced investorrelations@portfolia.com (LP relations, not for pitches; source not clearly official – verify). No phone on official pages (checked 2026-09-07). Fund vintage status (open vs fully invested) TO VALIDATE before outreach.","03_eu_us_health_vc.csv"
"VX-069","Global Ventures","Venture Capital","Emerging-market VC (MENA and Africa) with health-tech portfolio","United Arab Emirates","Dubai (also Abu Dhabi, Hub71)","https://www.global.vc","https://www.linkedin.com/company/global-ventures-vc","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","info@global.vc","https://www.global.vc/contact-us","Emerging-market founders in fintech, healthtech, edtech, agritech and enterprise SaaS across MENA and Africa (Fund I and Fund II)","Yes – healthtech is a named sector; led Helium Health (Nigeria) rounds (prior knowledge – TO VALIDATE on portfolio page)","Software platforms, SaaS, digital health, fintech","MENA and Sub-Saharan Africa (Nigeria, Kenya, Egypt, Saudi, UAE)","Seed to Series B; sweet spot Series A (prior knowledge)","US$1m–US$5m (ESTIMATE, prior knowledge)","Fund II ~US$? (undisclosed here – TO VALIDATE); PitchBook lists Fund I and Fund II","Helium Health (Nigeria EMR/fintech for hospitals – prior knowledge); Red Sea Farms, Lean Technologies (official portfolio pages)","14","7","7","7","11","6","3","8","63","7","Medium","64","C","C-Tier (50–64): maintain and monitor","Noor Sweid – confirm on people page","Founder & Managing Partner (Basil Moftah, General Partner, also listed – confirm)","https://www.global.vc/contact-us","Email info@global.vc or contact form https://www.global.vc/contact-us; office 6 Falak Building, Dubai Internet City, PO Box 500660","Possible – via Helium Health founders or Hub71/DIC ecosystem","https://www.global.vc/contact-us;https://www.global.vc/contact;https://www.global.vc/portfolio/red-sea-farms;https://pitchbook.com/profiles/investor/266620-15","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","One of the few MENA/Africa funds that has led a Nigerian hospital-software company, so it can underwrite MaternaLink's Nigeria go-to-market with real reference points.","Global Ventures' cheque size and Series A focus are well above a pre-formation UK company with no revenue, and the fund backs founders based in its emerging markets.","Register on the radar now via info@global.vc with the Nigeria maternal-health pilot pathway and Helium Health as a potential integration partner, targeting a Series A conversation after pilots.","Two different +971 numbers surfaced from directory-type sources (…7254 and …5893); neither could be attributed to the official contact page in a domain-restricted search, so NO phone recorded – check https://www.global.vc/contact-us directly.","04b_africa_em_vc_topup.csv"
"VX-070","Envestors","Angel Network","FCA-regulated private investor network and fundraising platform (London)","United Kingdom","London","https://www.envestors.co.uk/","https://www.linkedin.com/company/envestors/","+44 (0)20 7240 0202","","+44 (0)20 7240 0202","","VERIFIED 2026-09-07 (source in phone_source_url)","https://www.envestors.co.uk/about-us/","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.envestors.co.uk/about-us/","Connects growth companies raising c.GBP 250k-5m with private investors; fee-based fundraising support and investment portal","Partial - sector-agnostic with health-tech deals featured","All sectors including software and health-tech","United Kingdom (London-centred)","Seed to Series A","Rounds GBP 250k-5m (ESTIMATE from public positioning)","Not applicable (network/platform)","Deals showcased on its investment portal (review before outreach)","8","11","13","10","5","2","5","5","59","9","Low","64","C","C-Tier (50–64): maintain and monitor","Scott Haughton","Chief Operating Officer (listed on official staff page - confirm current title)","https://www.envestors.co.uk/staff/scott-haughton/","Telephone +44 (0)20 7240 0202 or investment portal https://envestors.co.uk/investment-portal/","Possible - via Envestors member investors or its corporate-finance partners","https://www.envestors.co.uk/about-us/;https://www.envestors.co.uk/staff/scott-haughton/;https://envestors.co.uk/investment-portal/;https://envestors.co.uk/who-we-are/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Envestors is one of the few UK angel platforms with a published office number and a regulated portal, so Vytalix can start a conversation immediately.","Envestors expects a fundable company with financials and will charge engagement fees that a pre-revenue founder may not be able to justify.","Call to understand fee structure and readiness criteria, then return with an incorporated entity, SEIS assurance and a GBP 250k-500k round plan.","Phone appears consistently across official pages per search results. Envestors charges fees for fundraising services - budget accordingly.","08_angel_networks_seed.csv"
"VX-071","SyndicateRoom","Angel Network","Access EIS fund co-investing alongside 'super angels' (formerly equity-crowdfunding platform)","United Kingdom","Cambridge","https://www.syndicateroom.com/","https://www.linkedin.com/company/syndicateroom/","01223 478 558","","01223 478 558","0800 368 9188","VERIFIED 2026-09-07 (source in phone_source_url)","https://www.syndicateroom.com/about/contact-us","contactus@syndicateroom.com","contactus@syndicateroom.com","https://www.syndicateroom.com/about/contact-us","Access EIS fund invests in early-stage companies alongside a curated set of high-performing angel investors; data-driven, sector-agnostic","Partial - health-tech deals occur where lead angels invest","Software, AI, health-tech, consumer","United Kingdom","Seed (EIS-eligible)","GBP 100k-500k fund participation alongside angels (ESTIMATE)","Access EIS fund (size not disclosed)","Large diversified EIS portfolio (review on site)","8","12","13","10","4","2","5","5","59","9","Low","64","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Founders: raise page https://www.syndicateroom.com/raise (Access EIS co-invests only where a partner super angel is investing); phone 01223 478 558","Yes - via a SyndicateRoom partner super angel already investing in the round","https://www.syndicateroom.com/about/contact-us;https://www.syndicateroom.com/raise;https://www.syndicateroom.com/about/contact-us-about-our-access-eis-fund;https://syndicateroom.com/eis/faqs","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","SyndicateRoom's Access EIS fund automatically follows its partner angels, so securing one respected UK health angel can unlock additional fund money at seed.","The fund only invests where one of its designated super angels leads, so Vytalix must first win that angel on its own.","Identify SyndicateRoom partner angels active in health, secure one as lead, then apply via the raise page for Access EIS co-investment.","Official contact page lists general phone, investor-relations phone, contactus@, investor.relations@ and press@. Registered office Wellington House, East Road, Cambridge CB1 1BH. An analyst's named email is published but not recorded here.","08_angel_networks_seed.csv"
"VX-072","Flat6Labs","Venture Capital","Accelerator fund (MENA/North Africa seed programmes investing cash for equity)","Egypt","Cairo/Giza (also Tunis, Jeddah, Bahrain, Amman, Abu Dhabi, Beirut)","https://flat6labs.com","https://www.linkedin.com/company/flat6labs","+20 235685856","","+20 235685856","","VERIFIED 2026-09-07 (source in phone_source_url)","http://flat6labs.com/stay-connected/","cairo@flat6labs.com","info@flat6labs.com","http://flat6labs.com/stay-connected/","Seed-stage accelerator programmes and seed funds across MENA and North Africa (Egypt, Tunisia, Saudi, Bahrain, Jordan, Lebanon); invests cash for equity in cohorts","Sector-agnostic; health-tech startups have been accelerated (prior knowledge – TO VALIDATE)","Software, fintech, health-tech, edtech, AI","MENA and North Africa; limited Sub-Saharan Africa presence","Pre-seed / Seed (accelerator)","US$50k–US$150k per cohort startup plus follow-on (ESTIMATE, prior knowledge)","Multiple country seed funds (e.g. Egypt Seed Fund, Africa Seed Fund) – sizes TO VALIDATE","MENA health-tech cohort companies – TO VALIDATE","9","14","12","5","6","3","4","5","58","10","Low","64","C","C-Tier (50–64): maintain and monitor","Ramez El-Serafy – confirm on about page","CEO","http://flat6labs.com/about/","Apply https://flat6labs.com/apply-now/ or founder form https://flat6labs.com/contact-founder-form/; Cairo office +20 235685856, cairo@flat6labs.com; Tunis +216 58529161","Possible – via Sawari Ventures (Flat6Labs Cairo partner) or programme alumni","http://flat6labs.com/stay-connected/;https://flat6labs.com/locations/;https://flat6labs.com/apply-now/;https://flat6labs.com/contact-founder-form/;http://flat6labs.com/about/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","A cash-investing accelerator with the right cheque size for a pre-seed team, relevant only if Vytalix adds an Egypt/North Africa maternal-health track.","Flat6Labs programmes are country-cohort based in MENA, so a UK-first company targeting Nigeria has no natural programme to join.","Park unless a North Africa expansion is planned; if so, apply to the Egypt programme with an Arabic-capable MaternaLink care-coordination pilot.","Phones and emails verified on official 'Stay connected' page. Geographic fit is weak: programmes require founders to join in-country cohorts in MENA.","04b_africa_em_vc_topup.csv"
"VX-073","Downing Ventures","Venture Capital","EIS / VCT venture arm of Downing LLP (healthtech, enterprise software, deep tech)","United Kingdom","London","https://www.downing.co.uk/ventures","https://www.linkedin.com/company/downing-llp/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.downing.co.uk/ventures","Seed to Series A in healthtech, enterprise software and deep tech via EIS funds and VCTs","Yes - healthtech is a named vertical (e.g. surgical VR training, genomics; prior knowledge)","Digital health, AI, SaaS, deep tech","United Kingdom","Seed, Series A","£500k-£5m (ESTIMATE)","Downing group AUM c.£2bn; ventures allocation not stated (ESTIMATE; prior knowledge)","FundamentalVR (surgical simulation) and other healthtech companies (prior knowledge; TO VALIDATE)","14","12","12","10","8","4","3","6","69","3","Low","63","B","B-Tier (65–79): targeted relationship development","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.downing.co.uk/ventures","Website pitch form on https://www.downing.co.uk/ventures (prior knowledge; TO VALIDATE)","Possible - via Downing healthtech portfolio founders","https://www.downing.co.uk/ventures","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Downing Ventures has a dedicated healthtech vertical and EIS money that can back UK seed rounds, making it a natural target once Vytalix has EIS advance assurance.","Downing will want evidence of clinical or NHS engagement and a clear software product, and will see the undocumented MaternaLink ownership as an uninvestable structure.","Present a cleaned-up cap table with MaternaLink IP assigned, an NHS-facing v1 roadmap and an EIS-qualifying £500k-£1m round with a named lead angel.","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Downing LLP publishes a switchboard number on its site (TO VALIDATE and record with source URL).","01_uk_health_vc.csv"
"VX-074","4DX Ventures","Venture Capital","Pan-African seed to Series B VC","United States","New York (also Accra and Lagos – prior knowledge)","https://www.4dxventures.com","https://www.linkedin.com/company/4dx-ventures","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Pan-African technology companies from seed to Series B in fintech, health-tech, logistics and marketplaces (prior knowledge)","Yes – has backed African health-tech (mPharma – prior knowledge, TO VALIDATE)","Software platforms, fintech, health-tech","Pan-African (Ghana, Nigeria, Kenya, Egypt, South Africa)","Seed to Series B","US$500k–US$5m (ESTIMATE, prior knowledge)","Fund II ~US$60m+ (ESTIMATE, prior knowledge)","mPharma, Flutterwave, Andela, Sokowatch/Wasoko (prior knowledge – TO VALIDATE)","12","9","10","8","10","6","2","8","65","5","Medium","63","B","B-Tier (65–79): targeted relationship development","Walter Baddoo – confirm on team page","Co-founder & General Partner (Peter Orth, Co-founder & General Partner, also listed – confirm)","https://www.4dxventures.com","Website contact page or LinkedIn to a general partner","Possible – via Ghana/Nigeria health-tech founders (mPharma network)","https://www.4dxventures.com","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","A pan-African fund with a track record in African pharmacy/health-tech that can co-lead a seed once MaternaLink has a Nigerian pilot.","4DX prefers founders based in Africa with early revenue, and Vytalix has neither an African base nor a signed pilot.","Approach after the Ekiti outcome is known, positioning MaternaLink as care-coordination infrastructure that complements pharmacy and insurance platforms in their portfolio.","Ticket, fund size and portfolio are prior knowledge.","04b_africa_em_vc_topup.csv"
"VX-075","Avestria Ventures","Venture Capital","Women's-health and life-sciences early-stage VC","United States","San Francisco Bay Area / Beverly Hills","https://www.avestria.vc/","https://www.linkedin.com/company/avestria-ventures","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Early-stage women's-health and life-science companies, with an emphasis on women-led enterprises; defines women's health as conditions affecting women exclusively, differently or disproportionately","Yes – exclusively women's health and life sciences","Digital health, diagnostics, therapeutics, devices","United States primarily","Seed and Series A","ESTIMATE $250k–$1m","Not publicly disclosed (small fund; TO VALIDATE)","Women's-health and life-science startups (see avestria.vc)","16","11","11","4","6","9","3","5","65","5","Medium","63","B","B-Tier (65–79): targeted relationship development","Linda Greub","Co-founder & Managing Partner – confirm on team page","https://www.avestria.vc/","Entrepreneurs page: https://www.avestria.vc/entrepreneurs (submission); LinkedIn to Linda Greub","No known route","https://www.avestria.vc/;https://www.avestria.vc/entrepreneurs;https://www.linkedin.com/company/avestria-ventures;https://www.crunchbase.com/organization/avestria-ventures","2026-09-07","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Avestria's whole thesis is women's health at seed, so MaternaLink is within mandate.","The firm favours women-led US companies with scientific validation, and Vytalix is a UK/Nigeria concept-stage venture.","Highlight the disproportionate maternal-risk burden on Black women as a 'differently/disproportionately' women's-health problem and ask for feedback and co-investor referrals.","No phone, email or address on official search results (checked 2026-09-07). Emphasis on women-led companies – Vytalix's founder profile TO VALIDATE against that preference.","03_eu_us_health_vc.csv"
"VX-076","Heal Capital","Venture Capital","Digital-health VC backed by German private health insurers (PKV)","Germany","Berlin","https://www.healcapital.com/","https://www.linkedin.com/company/heal-capital/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","info@healcapital.com","https://www.healcapital.com/imprint","Digital health and health-tech companies (early growth: seed to Series B) in Europe; €100m Fund I raised from German private health insurers, Fund II in progress","Yes – exclusively digital health / health-tech","Digital care delivery, AI, medtech software, health data","DACH and Europe (incl. UK selectively)","Seed to Series B","€1m–€5m (ESTIMATE)","€100m Fund I (2020); Fund II TO VALIDATE","European digital-health companies (see https://www.healcapital.com/portfolio)","17","9","8","7","9","5","3","7","65","5","Medium","63","B","B-Tier (65–79): targeted relationship development","Christian Lautner and Eckhardt Weber","Managing Partners (named as management on official imprint) – confirm on team page","https://www.healcapital.com/imprint","Email info@healcapital.com; LinkedIn to partners","No known route","https://www.healcapital.com/imprint;https://www.healcapital.com/team;https://www.healcapital.com/portfolio;https://www.healcapital.com/fund;https://www.healcapital.com/","2026-09-07","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Heal invests solely in European digital health and its insurer LPs value care-coordination products that reduce complications.","Heal's minimum cheque and DACH payer focus do not match a UK/Nigeria pre-seed company.","Position for a future seed/Series A once a UK pilot exists, and use the info@ route now for feedback on reimbursement pathways.","Official imprint: heal.capital Management GmbH, Rosenthaler Str. 49, 10178 Berlin; BaFin-registered AIFM. A phone number (+49 228 4198-0) appearing in the search summary is BaFin's, not Heal's – not recorded. Insurer-backed fund with strong German payer network.","03_eu_us_health_vc.csv"
"VX-077","Playfair Capital","Venture Capital","Pre-seed VC (sector-agnostic; runs Female Founder Office Hours)","United Kingdom","London","https://playfair.vc/","https://www.linkedin.com/company/playfair-capital/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://playfair.vc/","Pre-seed investments in UK and European technology companies; sector-agnostic including healthtech, AI, SaaS","Partial - healthtech among sectors (names TO VALIDATE)","Software, AI, digital platforms","UK and Europe","Pre-seed, Seed","£300k-£1m (ESTIMATE)","Fund III c.£70m (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","8","15","15","10","5","2","4","6","65","5","Medium","63","B","B-Tier (65–79): targeted relationship development","Chris Smith","Managing Partner (prior knowledge - confirm on team page)","https://playfair.vc/","Online pitch form on https://playfair.vc/ (explicitly welcomes cold pitches; prior knowledge; TO VALIDATE)","Possible - via Playfair office-hours programmes","https://playfair.vc/","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","Playfair writes genuine pre-seed cheques, welcomes cold pitches and runs inclusion-focused office hours, making it one of the most accessible institutional pre-seed options for Vytalix.","Playfair will want a full-time founding team with technical capability and evidence of customer discovery, not a concept deck and a third-party prototype.","Apply with a crisp pre-seed plan: team, MaternaLink IP assigned, 20 customer-discovery interviews with midwives/ICBs, and a 12-month path to a paid pilot.","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Known for transparent, cold-pitch-friendly process.","01_uk_health_vc.csv"
"VX-078","SteelSky Ventures","Venture Capital","Women's-health VC (largest women's-health-only fund in US)","United States","Atlanta, GA","https://steelskyventures.com/","https://www.linkedin.com/company/steelsky-ventures","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Companies improving access to care, medical outcomes and health infrastructure for women; $73m Fund I (2022)","Yes – exclusively women's health, including maternal health, fertility, menopause and chronic conditions affecting women","Digital health, medical devices, diagnostics, care delivery","United States (some international consideration)","Seed to Series B","ESTIMATE $500k–$3m","$73m Fund I (announced March 2022)","Maternal and women's-health companies (portfolio at steelskyventures.com – TO VALIDATE names)","17","9","8","4","8","10","2","7","65","5","Medium","63","B","B-Tier (65–79): targeted relationship development","Maria Toler Velissaris","Founding & Managing Partner – confirm on team page","https://www.linkedin.com/company/steelsky-ventures","Website contact form at steelskyventures.com; LinkedIn to Maria Toler Velissaris","Possible – via US women's-health founder networks","https://www.globenewswire.com/news-release/2022/03/23/2408810/0/en/SteelSky-Ventures-Raises-Largest-Women-s-Health-VC-Fund.html;https://www.linkedin.com/company/steelsky-ventures;https://www.geekwire.com/2022/this-women-led-vc-firm-wants-to-address-a-huge-gap-in-funding-for-womens-health-startups/","2026-09-07","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","SteelSky's mandate to fund improved maternal and women's-health outcomes fits MaternaLink's purpose exactly.","SteelSky deploys larger cheques into US companies with clinical traction, whereas Vytalix is UK/Nigeria pre-seed.","Frame MaternaLink as an international maternal-health platform and seek a relationship for a later round plus introductions to US maternal-care operators.","Search results mention contact@steelskyventures.com but the source was not clearly the official site – verify on official contact page before use. No phone or street address in official results (checked 2026-09-07).","03_eu_us_health_vc.csv"
